,name,shortname,prename,operation,operation_scope,introduction,legal_representative,actual_controller,office
002652.SZ,苏州扬子江新型材料股份有限公司,扬子新材,,有机涂层板及其基板的研发、生产和销售。,"　　研发、生产、加工、销售有机涂层板及基板;销售金属材料、建筑装饰材料;自营和代理各类商品和技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外);健康产业的投资、投资管理与运营;养老产业的投资、投资管理与运营;老年人养护服务(具体项目以审批部门批准的为准);企业管理信息咨询,商务信息咨询。(依法须经批准的项目,经相关部、门批准后方可开展经营活动)",苏州扬子江新型材料股份有限公司主要从事有机涂层板的研发、生产和销售。公司的主要产品包括有机涂层钢板、基板、原材料。公司有机涂层板产品目前主要用于新型节能环保材料及家用电器的生产，产品的细分市场侧重于建筑、建筑装饰及家电行业，涉及食品、化妆品、医药、医疗、IT、电子、光伏制造等具有高洁净或其他特殊功能要求的生产车间和设施的建设、装饰以及家电外观部件的生产。公司是国内较早进入有机涂层板行业的民营企业之一。,王梦冰,胡卫林 (54.24%),江苏省苏州市相城区潘阳工业园春丰路88号
002653.SZ,海思科医药集团股份有限公司,海思科,西藏海思科药业集团股份有限公司,医药研发、生产制造、销售。,　　中成药、化学原料药及其制剂、抗生素、生化药品、生物制品（不含预防性生物制品和诊断药品）。销售：化工原料（不含易燃易爆及剧毒化工原料）、药用辅料及Ⅰ、Ⅱ、Ⅲ类医疗器械；6822医用光学器械、仪器及内窥境设备；中、西药品及新产品的研究、开发、技术服务、技术转让；设计、制作、代理；进出口贸易。企业品牌维护及推广，企业形象策划，企业营销管理咨询，营销管理培训，网络数据服务、房屋租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,海思科医药集团股份有限公司的主营业务为医药研发、生产制造、销售。公司的主要产品包括创新药环泊酚注射液、甲磺酸多拉司琼注射液、多烯磷脂酰胆碱注射液、复方氨基酸注射液（18AA-Ⅶ）、氟哌噻吨美利曲辛片、注射用甲泼尼龙琥珀酸钠等。报告期内，公司荣获中国医药工业信息中心“2019年度中国医药工业百强企业第85名”、“2020年中国医药研发产品线最佳工业企业”、“2020年中国创新力医药企业”、“2020中国医药企业社会责任联盟优秀项目”。,王俊民,王俊民 (35.86%)，范秀莲 (20.06%)，郑伟 (13.94%),西藏自治区山南市乃东区泽当镇三湘大道17号
002654.SZ,深圳万润科技股份有限公司,万润科技,,从事LED元器件封装、LED照明应用及广告传媒业务。,　　LED应用与照明产品及其配件、LED光电元器件、红外线光电元器件及LED太阳能产品研发、设计、生产、销售；经营LED产品相关原材料；室内外照明工程的设计与施工；节能技术推广与服务；合同能源管理；软件开发；企业管理服务；设备租赁（不配备操作人员的机械设备租赁，不包括金融租赁活动）；自有物业租赁及物业管理服务；从事广告业务（法律、行政法规、国务院决定规定需另行办理广告经营项目审批的，需取得许可后方可经营）；货物及技术进出口（以上不含法律、行政法规、国务院规定需前置审批及禁止的项目）。,"深圳万润科技股份有限公司主要从事LED元器件封装、LED照明应用及广告传媒业务。其主要产品可以分为LED光源器件和LED照明产品两大类,其中LED光源器件根据封装形式又可以分为直插式LED和贴片式LED产品.LED照明产品根据具体应用领域不同又可以细分为LED通用照明产品和LED景观装饰照明产品。公司是国家“十二五”科技计划支撑单位、半导体照明联合创新国家重点实验室共建单位、深圳市LED产业联合会副会长单位,拥有美国UL、德国莱茵TUV授权目击实验室资质,致力推动行业的标准化发展。公司多家子公司获评“国家高新技术企业”、旗下子公司获中国“LED最具国际竞争力TOP10企业”及“中国最具国际竞争力LED封装企业TOP10”等多项荣誉。",龚道夷,湖北省国有资产监督管理委员会 (23.62%),广东省深圳市福田区皇岗路5001号深业上城产业研发大厦B座50层
002655.SZ,共达电声股份有限公司,共达电声,山东共达电声股份有限公司,微型电声元器件及电声组件的研发、生产和销售。,　　研发、生产、销售声学元器件，半导体类微机电产品，高精度电子产品模具，电子产品自动化生产设备，与手机、汽车、电脑相关的电声组件或其他衍生产品，与以上技术、产品相关的解决方案和服务、进出口业务（不含分销）。音响、电子烟、汽车中控、仪表盘、后视镜等相关消费类电子、声学产品的研发、制造。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"共达电声股份有限公司是专业的电声元器件及电声组件制造商和服务商、电声技术解决方案提供商。其主营业务为微型电声元器件及电声组件的研发、生产和销售。主要产品包括微型麦克风、车载麦克风、微型扬声器及其阵列模组、微型受话器及其阵列模组,广泛应用于移动通讯设备及其周边产品、笔记本电脑、平板电视、个人数码产品、汽车电子等消费类电子产品领域。公司在系统解决方案方面掌握的核心技术,处于国际先进、国内领先水平。公司已获授权专利361项，在申请专利86项。",傅爱善,万蔡辛 (1.15%),山东省潍坊市坊子区凤山路68号
002656.SZ,摩登大道时尚集团股份有限公司,摩登大道,广州卡奴迪路服饰股份有限公司,"自有品牌卡奴迪路(CANUDILO)高级男装的研发设计,组织外包生产,品牌推广和终端销售，以及开展国际一线香化,服装品牌的代理业务。",　　一般经营项目：软件服务；企业管理服务（涉及许可经营项目的除外）；网络技术的研究、开发；软件开发；信息系统集成服务；互联网商品销售（许可审批类商品除外）；互联网商品零售（许可审批类商品除外）；时装设计服务；包装装潢设计服务；饰物装饰设计服务；模型设计服务；美术图案设计服务；家具设计服务；针织或钩针编织物织造；针织或钩针编织品制造；机织服装制造；针织或钩针编织服装制造；服饰制造；皮革服装制造；皮箱、包(袋)制造；皮手套及皮装饰制品制造；其他皮革制品制造；毛皮服装加工；其他毛皮制品加工；羽毛(绒)加工；羽毛(绒)制品加工；纺织面料鞋制造；皮鞋制造；其他制鞋业；珠宝首饰及有关物品制造；化妆品制造；香料、香精制造；纺织品、针织品及原料批发；服装批发；鞋帽批发；化妆品及卫生用品批发；清洁用品批发；日用器皿及日用杂货批发；陶瓷、玻璃器皿批发；钟表批发；眼镜批发；箱、包批发；家具批发；家居饰品批发；文具用品批发；钻石饰品批发；其他文化娱乐用品批发；皮革及皮革制品批发；树脂及树脂制品批发；商品批发贸易（许可审批类商品除外）；包装材料的销售；百货零售（食品零售除外）；日用杂品综合零售；纺织品及针织品零售；服装零售；鞋帽零售；化妆品及卫生用品零售；钟表、眼镜零售；箱、包零售；陶瓷、玻璃器皿零售；清扫、清洗日用品零售；日用灯具零售；木制、塑料、皮革日用品零售；小饰物、小礼品零售；礼品鲜花零售；文具用品零售；体育用品及器材零售；钻石首饰零售；工艺美术品零售；玩具零售；望远镜零售；电子产品零售；灯具零售；家具零售；木质装饰材料零售；陶瓷装饰材料零售；金属装饰材料零售；树脂及树脂制品零售；货物进出口（专营专控商品除外）；技术进出口；物业管理；自有房地产经营活动；房屋租赁；场地租赁（不含仓储）；劳动防护用品批发；劳动防护用品零售；普通劳动防护用品制造；劳动防护用品研究、设计服务；针织品、纺织品、服装的检测。许可经营项目：物联网服务。,"摩登大道时尚集团股份有限公司主营业务为自有品牌卡奴迪路(CANUDILO)高级男装的研发设计,组织外包生产,品牌推广和终端销售,以及开展国际一线香化,服装品牌的代理业务。公司的主要产品为服饰及配件、香化产品、科技互联网。公司作为与欧美国际品牌合作较多的企业,熟悉国际时尚行业,了解全球时尚流行趋势,能够准确将新兴的具有市场潜力的国际品牌、个性鲜明的设计师品牌引进中国,在中国零售行业建立起引领潮流的领导地位。",林毅超,林永飞 (4.01%),广东省广州市黄埔区科学城光谱中路23号
002657.SZ,北京中科金财科技股份有限公司,中科金财,,应用软件开发、技术服务及相关的计算机信息系统集成服务。,　　计算机软件技术开发；计算机系统集成及服务；与计算机技术相关的产品销售及其他衍生业务。,"北京中科金财科技股份有限公司的主营业务为应用软件开发、技术服务及相关的计算机信息系统集成服务,主要面向数据中心、银行影像和IT服务管理三个细分市场,为企业、政府、银行等客户提供数据中心建设解决方案、银行影像解决方案、IT服务管理解决方案。公司的主要服务是金融科技综合服务、数据中心综合服务。",朱烨东,沈飒 (8.18%)，朱烨东 (0.97%),北京市朝阳区安翔北路11号北京创业大厦B座9层
002658.SZ,北京雪迪龙科技股份有限公司,雪迪龙,,环境监测、工业过程分析、智慧环保及相关服务。,　　技术开发、技术推广、技术转让、技术咨询、技术服务、技术培训；销售机械设备、计算机软件及辅助设备、电子产品、汽车、民用航空器；应用软件服务、基础软件服务（不含医用软件）；货物进出口、技术进出口、代理进出口；出租办公用房；租赁环境保护专用设备；租赁民用航空器；制造仪器、仪表；民用航空器维修；生产民用航空器（发动机、螺旋桨）。（企业依法自主选择经营项目，开展经营活动；民用航空器维修、生产民用航空器（发动机、螺旋桨）以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,北京雪迪龙科技股份有限公司主营业务是从事环境监测、工业过程分析、智慧环保及相关服务。主要产品是环境监测、生态环境大数据、污染治理与节能、环境综合服务、工业过程分析。,敖小强,敖小强 (58.35%),北京市昌平区高新三街3号
002659.SZ,北京凯文德信教育科技股份有限公司,凯文教育,江苏中泰桥梁钢构股份有限公司,教育及教育相关产业。,　　技术开发、技术推广、技术转让、技术咨询、技术服务；教育信息咨询；技术进出口。（市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）,"北京凯文德信教育科技股份有限公司主营业务是教育及教育相关产业。公司以体育培训、艺术培训、科技培训、营地教育等为盈利点,开展教育及相关业务。目前公司拥有两所位于北京市的K12国际教育学校,即北京海淀凯文学校和北京市朝阳区凯文学校。两所学校在硬件设施、师资力量、教学体系、特色课程等方面均在同行业中处于优势地位。",王慰卿,北京市海淀区人民政府国有资产监督管理委员会 (30.00%),北京市海淀区西三环北路甲2号院5号楼15层01室
002660.SZ,茂硕电源科技股份有限公司,茂硕电源,深圳茂硕电源科技股份有限公司,消费电子电源和LED电源。,　　智能驱动电源，太阳能光伏逆变器，DC/DC高效、高密度模块电源，医疗电源，通信电源，开关电源，高频变压器的研发和销售；电子元器件，五金塑胶配件的销售以及提供新能源和再生能源的储能系统解决方案（以上不含限制项目）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）；房屋租赁；信息技术服务（不含限制项目）；企业管理咨询（不含限制项目）。以上项目法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营，许可经营项目是：智能驱动电源，太阳能光伏逆变器，DC/DC高效、高密度模块电源，医疗电源，通信电源，开关电源，高频变压器的生产；普通货运。,茂硕电源科技股份有限公司的主营业务是消费电子电源和LED电源。主要的产品为SPS开关电源、LED驱动电源、光伏逆变器、光伏发电等。消费电子类电源是指为各类消费电子产品提供所需电力转换的装置，属于消费电子产品必需配件，广泛应用于移动终端、家庭娱乐等应用领域。LED驱动电源是把电源供应转换为特定的电压电流以驱动LED发光的电力转换器。“茂硕电源”已发展成为国内知名品牌，获得市场和客户的广泛认可和好评，在同行中享有较高的知名度和美誉度。,王浩涛,济南市人民政府国有资产监督管理委员会 (42.80%),广东省深圳市南山区西丽松白路1061号茂硕科技园
002661.SZ,陈克明食品股份有限公司,克明食品,克明面业股份有限公司,米面制品的研发、生产及销售。,　　粮食收购；挂面（普通挂面、花色挂面）生产、销售；餐饮服务（职工食堂）；饮料【瓶（桶）装饮用水类（饮用纯净水）】生产、销售；普通货运服务；预包装食品批发；信息系统服务；企业管理咨询服务；自营和代理各类商品及技术的进出口业务；自有商标及专利的有偿使用服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,陈克明食品股份有限公司一直致力于米面制品的研发、生产及销售。公司主要产品包括面条、面粉、方便食品等产品。公司产品的市场占有率较高，“陈克明”品牌超市综合权数市场占有率稳居第一。,陈宏,陈克明 (7.56%),湖南省长沙市雨花区环保科技产业园振华路28号
002662.SZ,北京威卡威汽车零部件股份有限公司,京威股份,,中高档汽车零部件的研发、生产、销售。,　　生产铝合金零部件及其它汽车零部件；开发铝合金零部件及其它汽车零部件；维修、销售自产产品；出租办公用房；货物进出口；技术进出口；代理进出口。(依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动)。,北京威卡威汽车零部件股份有限公司主营业务为中高档汽车零部件的研发、生产、销售，业务涵盖汽车内外装饰件，涉及金属件、塑料件以及基于这些材质的多种表面处理的产品。,李璟瑜,李璟瑜 (22.80%)，张志瑾 (7.60%),北京市通州区外郎营村北2号院35号楼4层101
002663.SZ,广州普邦园林股份有限公司,普邦股份,,"园林工程施工、园林景观设计、建筑设计、苗木种植生产以及园林养护业务,可为客户提供包括建筑设计、景观设计、园林工程在内的一体化综合服务。",　　生态保护工程施工；温室大棚工程；照明系统安装；城市及道路照明工程施工；河涌治理净化工程建筑；水源及供水设施工程建筑；河湖治理及防洪设施工程建筑；水利和内河港口工程建筑；水上、水下工程服务；物业管理；工程和技术研究和试验发展；环境科学技术研究服务；水处理的技术研究、开发；水资源管理的技术研究、开发；生态修复的技术研究、开发；土壤修复的技术研究、开发；废气处理的技术研究、开发；河道整治的技术研究、开发；垃圾处理的技术研究、开发；土木建筑工程研究服务；风景园林工程的技术研究、开发；林业科学研究服务；网络技术的研究、开发；互联网区块链技术研究开发服务；工程项目管理服务；计算机技术开发、技术服务；防伪标签技术开发、技术服务；园林绿化工程服务；风景园林工程设计服务；市政公用工程施工；绿化管理、养护、病虫防治服务；室内装饰设计服务；对外承包工程业务；景观和绿地设施工程施工；工程总承包服务；工程技术咨询服务；古建筑工程服务；工程围栏装卸施工；市政工程设计服务；花卉出租服务；市政设施管理；路牌、路标、广告牌安装施工；建筑物清洁服务；林木育种；林木育苗；农业园艺服务；花草树木修整服务；土地整理、复垦；其他农业服务；林业有害生物防治服务；污水处理及其再生利用；房屋建筑工程设计服务；环境工程专项设计服务；照明工程设计服务；现代农业园区规划及温室设计；林业工程设计服务；农业工程设计服务；森林资源环境工程设计服务；营林造林工程设计服务；城乡规划编制；城市规划设计；农业规划设计服务；林业规划设计服务；风景名胜区规划设计服务；水污染治理；城市水域垃圾清理；公厕保洁服务；城乡市容管理；旅游景区规划设计、开发、管理；公园规划设计；造林、育林；固体废物治理；危险废物治理；城市生活垃圾经营性清扫、收集、运输服务,"广州普邦园林股份有限公司主营业务为园林工程施工、园林景观设计、建筑设计、苗木种植生产以及园林养护业务,可为客户提供包括建筑设计、景观设计、园林工程在内的一体化综合服务。公司的主要产品为住宅景观、市政景观、环保类、互联网营销类、度假景观。作为全国园林行业龙头企业之一,公司坚持可持续发展战略,不断探索业务转型,以园林产业为基础,切入环境保护、城市双修领域(生态修复、城市修补)。",杨国龙,涂善忠 (22.87%),广东省广州市天河区海安路13号财富世纪广场A1幢34楼
002664.SZ,信质集团股份有限公司,信质集团,长鹰信质科技股份有限公司,各类电机核心零部件业务的研发、制造和销售业务。,　　一般项目：汽车零部件及配件制造；汽车零部件研发；汽车零配件零售；汽车零配件批发；机械设备租赁；办公设备租赁服务；非居住房地产租赁；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；通用设备制造（不含特种设备制造）；通用零部件制造；制冷、空调设备制造；电动机制造；机械设备研发；以自有资金从事投资活动；货物进出口(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：道路货物运输（不含危险货物）(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。,信质集团股份有限公司主要从事各类电机核心零部件业务的研发、制造和销售业务。主要产品为汽车发电机定子及总成、汽车微特电机转子、电动车电机转子、电动工具电机转子、冰箱压缩机电机定转子、电梯曳引机电机转子。公司是全球领先的电机零配件供应商，拥有业界广泛的客户基础。在长期创新发展过程中，公司积累了丰富的产品经验和成熟的管理体系，在产品特性和技术服务方面拥有独特的竞争优势，在自己的核心业务领域形成了坚固的护城河。,尹巍,尹兴满 (10.85%),浙江省台州市椒江区前所信质路28号
002665.SZ,首航高科能源技术股份有限公司,首航高科,北京首航艾启威节能技术股份有限公司,空冷系统的研发、设计、生产和销售以及太阳能光热发电系统的设计、生产、销售和集成。,　　制冷、节能、节水、光能利用设备技术开发、技术咨询、技术转让、技术服务；销售电站空冷设备、电站空冷单排管散热元件、海水淡化设备及元件、光能利用设备及元件；专业承包；货物进出口、技术进出口、代理进出口；管道产品设计；工程勘察设计；建设工程项目管理；制造电站空冷设备、电站空冷单排管散热元件。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,"首航高科能源技术股份有限公司主营业务为空冷系统的研发、设计、生产和销售以及太阳能光热发电系统的设计、生产、销售和集成,主导产品是电站空冷系统成套设备及太阳能热发电系统核心装备。首航节能在电站空冷领域获得“国家科技进步二等奖”，获得核电合格供应商资质。",黄文博,黄卿乐 (1.56%)，黄文佳 (0.68%)，黄文博,北京市丰台区南四环188号总部基地3区20号楼
002666.SZ,广东德联集团股份有限公司,德联集团,,汽车精细化学品的生产和销售，汽车后市场服务。,　　一般项目：专用化学产品制造（不含危险化学品）；专用化学产品销售（不含危险化学品）；润滑油加工、制造（不含危险化学品）；润滑油销售；化工产品生产（不含许可类化工产品）；化工产品销售（不含许可类化工产品）；新型催化材料及助剂销售；汽车零配件批发；汽车零配件零售；汽车装饰用品销售；涂料制造（不含危险化学品）；涂料销售（不含危险化学品）；日用化学产品制造；日用化学产品销售；货物进出口；技术进出口；以自有资金从事投资活动。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,"广东德联集团股份有限公司是一家以汽车精细化学品的生产和销售，汽车后市场服务为主要业务的公司.其产品为各类汽车精细化学品,主要分消耗类和非消耗类产品,消耗类产品为防冻液、制动液、动力转向油、自动变速箱油、发动机油、燃油添加剂等汽车运行中必需使用、且按一定时间或里程更换的精细化学品,非消耗类产品主要为胶粘剂、纤维增强胶片等胶类产品。至2018年年底，集团已成功注册的有效商标有62个，在申请商标4个。拥有专利95项，其中发明专利22项，实用新型55项，计算机软件著作权17项，外观设计专利1项，在申请专利15项。",徐咸大,徐团华 (37.12%)，徐庆芳 (13.45%)，徐咸大 (2.78%),广东省佛山市南海区狮山镇松岗虹岭二路386号
002667.SZ,威领新能源股份有限公司,威领股份,鞍山重型矿山机器股份有限公司,锂矿选矿、基础性锂电原料锂盐加工及冶炼业务及工程机械制造业务。,　　许可项目：货物进出口，道路货物运输（不含危险货物）（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）；一般项目：专用设备制造（不含许可类专业设备制造），通用设备制造（不含特种设备制造），金属材料制造，金属材料销售，建筑材料生产专用机械制造，矿山机械制造，除尘技术装备制造，普通机械设备安装服务，技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广，非居住房地产租赁，机械设备租赁，销售代理，煤炭及制品销售，金属结构制造，机械零件、零部件加工（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,威领新能源股份有限公司主要从事矿山、建筑及筑路机械设备的研发、制造、销售和服务，公司主要产品包括筛分机械（大型直线振动筛、圆振动筛、高频振动细筛、温热物料振动筛、多单元组合振动筛）、破碎机（颚式破碎机、圆锥破碎机、反击式破碎机）、给料机、沥青混凝土拌合站、预制混凝土构件生产线（PC线）、砂石骨料生产线、建筑垃圾生产线、沥青混凝土回收料分离设备（RAP料分离设备）、餐厨垃圾预处理成套设备及其他选矿设备等三十几个系列，司是国家高新技术企业，并于2020年11月10日通过重新认定。公司主持起草制订了振动筛行业唯一一项国家强制性标准，24项机械行业标准，公司拥有ISO9001质量认证、GB/T24001-004/ISO4001环境管理体系认证、GB/T28001职业健康安全认证证书、欧盟CE认证等国际认证。,何凯,黄达 (18.50%),辽宁省鞍山市铁东区鞍千路294号
002668.SZ,广东奥马电器股份有限公司,奥马电器,,家用冰箱、冷柜的研发与制造。,　　生产和销售各类家用电器、小家电产品、厨卫用具以及各类家用电器零配件；公司自产产品及同类商品的批发及进出口业务（不设店铺，不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请）。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）,广东奥马电器股份有限公司专注于家用冰箱、冷柜的研发与制造，主要产品为冰箱、冷柜、冰箱配件等。目前公司产销规模全球排名第六，公司已实现连续13年冰箱出口销量排名第一。公司产品全面通过中国合格评定国家认可委员会（CNAS）、国际知名监测机构SGS、CSA、TUV、ITS和德凯授权的监测中心测试，产品获得全球100多个国家和地区的安全、环保、能耗等认证。,胡殿谦,李东生 (2.99%),广东省中山市南头镇东福北路54号
002669.SZ,康达新材料(集团)股份有限公司,康达新材,上海康达化工新材料集团股份有限公司,中高端胶粘剂及高分子新材料产品研发、生产和销售,　　一般项目：胶粘剂、化工助剂的加工、制造及销售，胶粘剂的售后服务，胶粘剂专业领域内的“四技”服务，体育场地跑道施工，人造草坪的设计及安装，建筑装潢材料、金属材料、电器机械及器材、五金工具的销售、从事货物及技术的进出口业务【依法须经批准的项目，经相关部门批准后方可开展经营活动】,"康达新材料(集团)股份有限公司主要从事中高端胶粘剂及高分子新材料产品研发、生产和销售。公司产品主要包括环氧胶,聚氨酯胶,丙烯酸胶,SBS胶粘剂、水性胶。公司积极向军工行业拓展，产品主要以应用于航空、航天、舰船、陆军、兵器市场的滤波器、滤波组件和电源模块及船舶工程领域的聚酰亚胺泡沫隔热材料为主要方向。公司研究所被认定为“国家企业技术中心”和  “上海胶粘剂工程技术研究中心”。“万达”商标是上海市著名商标，公司产品曾获得“中国胶粘剂产品质量用户满意品牌”等多项荣誉。",王建祥,唐山市人民政府国有资产监督管理委员会 (17.41%),上海市奉贤区雷州路169号
002670.SZ,国盛金融控股集团股份有限公司,国盛金控,广东国盛金控集团股份有限公司,证券业务、投资业务和金融科技业务。,　　控股公司服务，股权投资，投资管理与咨询；金融信息服务；科技中介服务，技术推广服务，软件开发，信息技术服务，信息系统集成服务；橡胶管制造，电线电缆制造；家用电器配件及原材料的进出口；电器连接线、电源线销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,国盛金融控股集团股份有限公司从事的主要业务包括证券业务、投资业务、金融科技业务。公司证券业务类型涉及证券经纪、证券自营、证券承销与保荐、证券投资咨询、与证券交易及证券投资活动有关的财务顾问、融资融券、转融通、新三板做市、证券期货、资产管理等。公司投资业务包括集团内各主体对外投资和以下属子公司为运营实体开展的投资管理业务。公司线缆业务主要从事应用于家用电器等领域的线缆产品研发、生产和销售。在2018金融界“领航中国”金融行业年度评选中，国盛证券荣获“杰出社会责任奖”。,刘朝东,江西省交通运输厅 (24.70%),江西省南昌市红谷滩区凤凰中大道1115号北京银行大楼15和12层
002671.SZ,山东龙泉管业股份有限公司,龙泉股份,山东龙泉管道工程股份有限公司,预应力钢筒混凝土管(PCCP)的生产与销售。,　　一般项目：水泥制品制造；水泥制品销售；钢压延加工；建筑材料销售；金属结构制造；金属结构销售；塑料制品制造；塑料制品销售；劳务服务（不含劳务派遣）；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；货物进出口；机械设备租赁；非居住房地产租赁；市政设施管理；软件开发。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：建设工程施工（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,"山东龙泉管业股份有限公司为主要从事预应力钢筒混凝土管(PCCP)的生产与销售。产品用于我国远距离、大口径、跨流域管道输水工程。公司生产的“颜神龙泉”牌PCCP管材被认定为“山东省名牌产品”、“环勃海地区知名品牌产品”,“颜神龙泉”商标被国家工商总局商标局认定为“中国驰名商标”。",付波,许培锋 (22.99%),江苏省常州市新北区沿江东路533号
002672.SZ,东江环保股份有限公司,东江环保,,持续深耕工业和市政废物的资源化利用与无害化处理，并成功切入稀贵金属回收利用细分领域，并配套开展水治理、环境工程、环境检测等。,　　废物的处置及综合利用(执照另行申办)；废水、废气、噪声的治理；环境保护设施的设计、建设及运营；化工产品的销售（危险品取得经营许可证后方可经营）；环保材料、环保再生产品、环保设备的生产与购销（生产场所执照另行申办）环保新产品、新技术的开发、推广及应用；兴办实业（具体项目另行申报）；从事货物、技术进出口业务（不含分销、国家专营专控商品）；物业租赁；沼气等生物质发电。,东江环保股份有限公司持续深耕工业和市政废物的资源化利用与无害化处理业务，并成功切入稀贵金属回收利用细分领域，并配套开展水治理、环境工程、环境检测等业务，为企业的不同发展阶段定制和提供一站式环保服务。公司的主要产品包括工业废物资源化利用、工业废物处理处置、稀贵金属回收利用、市政废物处理处置、再生能源利用、环境工程及服务、电子废弃物拆解、贸易。,谭侃,广东省人民政府国有资产监督管理委员会 (21.68%),广东省深圳市南山区科技园北区朗山路9号东江环保大楼1楼、3楼、8楼北面、9-12楼
002673.SZ,西部证券股份有限公司,西部证券,,“财富信用”、“自营投资”、“投资银行”、“资产管理”以及“机构业务（研究咨询）”五大板块。,　　证券经纪；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券承销与保荐；证券自营；证券资产管理；融资融券；证券投资基金代销；为期货公司提供中间介绍业务；代销金融产品业务；股票期权做市。,西部证券股份有限公司主营业务是“财富信用”、“自营投资”、“投资银行”、“资产管理”以及“机构业务（研究咨询）”五大板块。公司长期以来深耕西部地区，在陕西省内具有领先的市场地位。公司研究咨询业务持续聚焦机构客户深度挖掘、核心产品开发迭代、外部影响力塑造、内部运营体系优化四个维度，积极开展相关工作，并荣获“2019年新财富最具潜力研究机构”第2名。,徐朝晖,陕西省人民政府国有资产监督管理委员会 (35.98%),陕西省西安市新城区东新街319号8幢10000室
002674.SZ,兴业皮革科技股份有限公司,兴业科技,,天然牛头层皮革的研发、生产与销售。,　　从事原皮、蓝湿皮新技术加工；从事皮革后整饰新技术加工，从事皮革新材料、新技术、新工艺研发；生产皮制品、鞋服及销售自产产品；从事货物和技术的进出口贸易（不含分销）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,兴业皮革科技股份有限公司主营业务是天然牛头层皮革的研发、生产与销售。主要产品为鞋面用皮革、包袋用皮革、军用皮革、家具用皮革以及特殊功能性皮革。公司的技术中心被国家发改委、科技部、财政部、国家税务总局、海关总署五部委认定为“国家企业技术中心”。,吴华春,吴华春 (20.62%),福建省泉州市晋江市安海第二工业区兴业路1号
002675.SZ,烟台东诚药业集团股份有限公司,东诚药业,烟台东诚生化股份有限公司,生化原料药、中西药制剂、放射性核素药物的研发、生产、销售。,　　原料药（肝素钠、肝素钙、硫酸软骨素钠、硫酸软骨素钠（供注射用）、那屈肝素钙、依诺肝素钠、达肝素钠）的生产、加工和销售；硫酸软骨素、胶原蛋白、透明质酸、细胞色素C（冻干）、鲨鱼骨粉、盐酸氨基葡萄糖的生产、加工和销售；货物及技术进出口；医药技术和产品的研发及成果转让、相关技术咨询及服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，有效期以许可证为准）。,"烟台东诚药业集团股份有限公司的主营业务为生化原料药、中西药制剂、放射性核素药物的研发、生产、销售。主要产品为原料药相关产品、制剂产品、核药产品。公司是国内最大的生化原料药供应商之一。2019年7月,公司再度荣登中国制药工业百强榜,位居“中国化药企业TOP100排行榜”第68位,8月,“低分子肝素纯化关键技术及产业化应用”项目成功获得山东省科技进步三等奖,9月,获批山东省工信厅2019年“山东省技术创新示范企业”,10月,“一种肝素钠的制备方法”的发明专利获得国家知识产权局“第二十一届中国专利优秀奖”,10月,经中国医药行业20家协(学)会鼎力推荐,荣获“新中国成立70周年医药产业标杆企业”荣誉称号。",由守谊,由守谊 (20.43%),山东省烟台市福山区经济技术开发区长白山路7号
