,name,shortname,prename,operation,operation_scope,introduction,legal_representative,actual_controller,office
603950.SH,襄阳长源东谷实业股份有限公司,长源东谷,襄樊市长源东谷实业有限公司,柴油发动机零部件的研发、生产及销售。,　　机电设备（不含特种设备）安装；建筑工程施工（凭有效资质证书经营）；金属结构件、工位器具、汽车零部件（不含发动机）加工、销售；五金交电、五金工具、建材、通用设备及备件、仪器仪表、计量衡具的批零兼营；电线电缆（需办许可证的产品除外）生产储藏；普通货运；货物进出口（不含国家禁止或限制进出口的货物，不含分销）；有色金属、黑色金属材料的铸造及销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"襄阳长源东谷实业股份有限公司的主营业务是柴油发动机零部件的研发、生产及销售。主要产品包括柴油发动机缸体、缸盖、连杆、飞轮壳、主轴承盖、排气管及齿轮室等发动机零部件。公司2017年2月被授予东风康明斯最佳客户支付奖,2020年1月被广西玉柴授予2019年度国六最佳合作奖，子公司北京长源曾被福田康明斯授予2016年度最佳合作奖,2017年度优秀精益奖,2017年度第一届精益论坛优秀项目奖,2018年度最佳客户支持奖,2018年度最佳市场拓展合作伙伴奖,2019年度最佳质量持续改进奖等奖项。",李佐元,李佐元 (40.72%)，徐能琛 (11.22%)，李险峰 (5.61%)，李从容 (5.61%),湖北省襄阳市襄州区钻石大道(洪山头工业园)
603955.SH,大千生态环境集团股份有限公司,大千生态,大千生态景观股份有限公司,生态景观规划设计、工程建设、项目运营，苗木种植及销售等生态园林业务，同时布局与主营业务有较强协同效应的生态修复、文旅运营等新兴业务。,　　生态环境综合治理，土壤污染治理与修复，水土保持，水环境治理，大气污染治理及相关技术的开发、咨询服务；风景园林工程规划、设计、施工和技术服务，城乡规划编制，旅游规划设计，园林绿化施工，园林古建筑工程；市政工程设计及施工；建筑工程设计及施工；水利水电工程、公路、桥梁工程、水电安装工程、照明工程、室内外装饰工程、环保工程、地质灾害治理工程的施工；生态环保产品的技术开发；雕塑、盆景的制作、销售；苗木生产、销售；旅游基础设施项目开发、投资、建设、运营；酒店、餐饮的管理服务。,大千生态环境集团股份有限公司主营业务为生态景观规划设计、工程建设、项目运营，苗木种植及销售等生态园林业务，同时布局与主营业务有较强协同效应的生态修复、文旅运营等新兴业务。主要产品及服务有生态建设、设计服务、苗木销售、文旅运营。公司目前是南京市唯一的市政园林类上市公司。,许峰,栾剑洪 (15.01%)，范荷娣 (8.08%),江苏省南京市鼓楼区集慧路18号联创科技大厦A栋15层
603956.SH,上海威派格智慧水务股份有限公司,威派格,,供水设备、智慧水务及智慧水厂等三大业务板块。,　　一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；水资源专用机械设备制造；金属材料制造；金属材料销售；软件开发；软件销售；家用电器销售；电力电子元器件销售；电气设备销售；五金产品批发；五金产品零售；仪器仪表销售；仪器仪表修理；专用设备修理；电气设备修理；通用设备修理；机械设备租赁；建筑工程机械与设备租赁；信息咨询服务（不含许可类信息咨询服务）；智能水务系统开发；泵及真空设备制造；泵及真空设备销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：消毒器械生产；消毒器械销售；货物进出口；技术进出口；建设工程施工；建设工程设计。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,上海威派格智慧水务股份有限公司的主营业务包括供水设备、智慧水务及智慧水厂等三大业务板块。公司的主要产品有楼宇二次供水设备、城镇供水管网加压泵站供水设备。公司承担并完成了国家“十二五”水专项课题——“新型二次供水设备的研制及产业化”，并于2018年再次参与国家“十三五”水专项课题——“二次供水水质安全风险评价与控制技术及智慧供水管理平台构建”，引领二次供水行业提升水质安全和节能水平。公司累计主持完成了1项国家标准、5项行业标准和2项团体标准的编制。,李纪玺,李纪玺 (43.41%)，孙海玲 (5.16%),上海市嘉定区恒定路1号
603958.SH,哈森商贸(中国)股份有限公司,哈森股份,,中高端皮鞋的品牌运营、产品设计、生产和销售。,　　鞋、包、服装服饰及皮革制品的研发、设计、批发、零售、佣金代理（拍卖除外），并提供相关配套服务；服饰配件、床上用品、婴儿用品、饰品、玩具、化妆品、卫生用品、玻璃制品、陶瓷制品、电子设备、电子产品、数码配件、家用电器、五金交电、照明设备、纸制品、日用百货、钟表、眼镜（隐性眼镜除外）、文具、工艺品、体育用品的批发、零售、佣金代理（拍卖除外）；上述货物及技术的进出口业务；食品销售（按《食品经营许可证》核定范围经营）；道路普通货物运输。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,哈森商贸(中国)股份有限公司主要从事中高端皮鞋的品牌运营﹑产品设计、生产和销售。公司主要产品为皮鞋。哈森股份主要拥有哈森（HARSON）、卡迪娜（KADINA）、哈森男鞋（HARSON BUSSINESS）及诺贝达（ROBERTA DI CAMERINO）（成人女鞋）、麦鞋趣（MYXIEQU）等自有品牌，并代理PIKOLINOS、AS等境外知名品牌的产品，产品主要销售区域为全国一二三线城市商场专柜、购物中心及线上渠道。“哈森”先后被中国皮革协会评为“中国真皮鞋王”、“中国真皮领先鞋王”。,陈玉珍,陈玉珍 (34.21%)，吴珍芳 (7.81%)，陈玉荣 (7.11%)，陈玉芳 (6.91%)，陈玉兴 (1.91%),江苏省苏州市昆山市花桥镇曹安经济技术开发区花安路1008号
603959.SH,湖南百利工程科技股份有限公司,百利科技,,"工程咨询设计,专有设备制造,智能产线集成与EPC总承包服务等整体解决方案。",　　许可项目：建设工程设计；文件、资料等其他印刷品印刷。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：工程造价咨询业务；工程管理服务；对外承包工程；电气设备销售；仪器仪表销售；建筑材料销售；货物进出口；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；工程和技术研究和试验发展；软件开发；信息系统集成服务；办公服务；打字复印。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,"湖南百利工程科技股份有限公司致力于为新能源和传统能源行业的智慧工厂提供包括工程咨询设计、专有设备制造、智能产线集成与EPC总承包服务等整体解决方案。主要服务于新能源锂电池核心材料、氢燃料电池材料和有机合成材料,包括锂离子电池正极、负极材料、电解液,合成纤维、合成橡胶、合成树脂以及氢燃料电池高温质子膜及其膜电极产品。公司是国内同时掌握甲苯法、磷酸羟胺法(HPO)和氨肟化法(HAO)生产己内酰胺工程设计技术并具有工程业绩的工程公司,在国内己内酰胺工程设计市场居领先地位。在合成橡胶领域,公司以高技术门槛、高附加值、绿色环保型的高端石化产品为突破,承接了包括SBCs(含SIS、SBS、SEBS等)、异戊橡胶、溶聚丁苯橡胶在内的特种合成橡胶的生产装置工程设计项目及技术开发工作,填补了国内空白,具有行业领先的技术和竞争优势。在合成树脂领域,公司设计的1万吨/年国产化邻甲酚醛环氧树脂装置是当时国内唯一、全球单套产能最大的装置,具有独特的市场地位。",王海荣,王海荣 (26.82%)，王立言 (2.98%),湖南省岳阳市岳阳楼区经济技术开发区巴陵东路388号
603960.SH,上海克来机电自动化工程股份有限公司,克来机电,,智能装备业务和汽车零部件业务。,　　工业自动化设备、机电一体化设备及产品技术的“四技”服务；工业自动化生产系统设备，机电一体化产品及设备，电子控制及气动元器件，现代展示设备，设计，制造，安装，调试，维修，保养（其中制造限分支机构经营）；从事货物及技术进出口业务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,上海克来机电自动化工程股份有限公司的主营业务是柔性自动化装备与工业机器人系统应用业务，汽车发动机配套零部件业务。公司的产品可分为柔性自动化生产线与工业机器人系统应用两大类。2019年度子公司克来盛罗获得了高新技术企业认证。,谈士力,谈士力 (21.67%)，陈久康 (15.87%),上海市宝山区罗东路1555号
603963.SH,大理药业股份有限公司,大理药业,,中药注射剂的生产和销售。,　　许可项目：药品生产；药品批发；药品零售；药品委托生产；药品进出口；化妆品生产；卫生用品和一次性使用医疗用品生产；保健食品生产；食品生产；食品销售；第二类医疗器械生产；第三类医疗器械生产；第三类医疗器械经营（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：化妆品批发；化妆品零售；卫生用品和一次性使用医疗用品销售；保健食品（预包装）销售；第一类医疗器械生产；第一类医疗器械销售；第二类医疗器械销售；日用口罩（非医用）生产；日用口罩（非医用）销售；劳动保护用品生产；劳动保护用品销售；医用包装材料制造；包装材料及制品销售；非居住房地产租赁（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。（涉及国家规定实施准入特别管理措施的除外）,大理药业股份有限公司主营业务为中药注射剂的生产和销售。公司主要产品为“中精牌”醒脑静注射液和参麦注射液。“中精ZHONGJING及图”商标为中国驰名商标。,杨君祥,杨君祥 (23.31%)，杨清龙 (11.94%)，尹翠仙 (3.06%),云南省大理白族自治州大理市下关环城西路118号
603966.SH,法兰泰克重工股份有限公司,法兰泰克,,提供智能物料搬运系统解决方案。,　　起重机械、建筑机械、工程机械、港口机电设备、立体仓库、自动化物流仓储系统、物料搬运和输送系统、钢结构的研发、生产、销售；机器人与自动化装备、自动化系统及生产线、公共服务机器人、特种机器人、激光技术及装备、智能机电产品的研发、生产、销售；计算机软硬件、信息系统集成、物联网、云计算及大数据研发、销售、服务；机电项目工程、信息集成系统的总承包及咨询；从事本公司自产产品和同类产品的租赁、安装、改造、维修服务；从事本公司自产产品和同类产品的材料、部件生产和销售服务；自有房屋租赁；货物进出口、技术进出口；企业管理咨询，企业培训和服务（不含国家统一认可的职业证书类培训）；机电产品的技术开发、技术转让、技术咨询、技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,法兰泰克重工股份有限公司主要从事欧式起重机、自动化起重机、智能起重机、缆索起重机、工程机械及部件的研发、制造、销售和服务，为国家起重机A类制造企业。起重业务板块主要为客户提供智能物料搬运解决方案。公司是国内智能物料搬运领域的领先者。工程机械业务板块主要包括工程机械部件和高空作业平台业务。,陶峰华,金红萍 (29.21%)，陶峰华 (20.47%),江苏省苏州市吴江区汾湖经济开发区汾越路288号
603967.SH,中创物流股份有限公司,中创物流,,"综合性现代物流业务,为进出口贸易参与主体提供基于国内沿海港口集装箱及干散货等多种货物贸易的一站式跨境综合物流服务。",　　许可项目：道路货物运输（不含危险货物）；建设工程施工；港口经营；建筑劳务分包。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）。一般项目：报关业务；报检业务；无船承运业务；国际货物运输代理；国内船舶代理；国际船舶代理；货物进出口；技术进出口；装卸搬运；集装箱维修；信息技术咨询服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；普通机械设备安装服务；金属矿石销售；煤炭及制品销售；金属材料销售；木材销售；石油制品销售（不含危险化学品）；包装服务；普通货物仓储服务（不含危险化学品等需许可审批的项目）；建筑材料销售；信息咨询服务（不含许可类信息咨询服务）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,"中创物流股份有限公司主营业务综合性现代物流业务,为进出口贸易参与主体提供基于国内沿海港口集装箱及干散货等多种货物贸易的一站式跨境综合物流服务；公司的具体业务包括市场营销、询价报价、方案设计、成本核算等物流咨询服务，箱务管理、辅助备货、订舱代理、单证操作等物流过程服务，以及沿海运输、工程物流、大件运输等物流运输服务。通过自主研发和创新,公司在集装箱和仓储物流管理方面的无线即时管理系统一直保持业内领先地位,并通过完全的信息化管理实现了业务与财务及内部管理的实时管控。",李松青,李松青 (20.68%)，葛言华 (18.35%)，谢立军 (4.37%),山东省青岛市崂山区深圳路169号中创大厦23层
603968.SH,南通醋酸化工股份有限公司,醋化股份,,醋酸衍生物、吡啶衍生物为主体的高端专用精细化学品的研发、生产和销售。,　　危险化学品（按安监局设立批准书核定的范围和期限经营）、饲料添加剂的生产；生产、销售基本有机化工原料、医药中间体、染料及染料中间体、食品添加剂，经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件，经营本企业自产产品及技术的出口业务；代理出口将本企业自行研制开发的技术转让给其他企业所生产的产品；经营本企业生产、科研所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务；经营进料加工和“三来一补”业务；国内劳务派遣；饲料添加剂的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,南通醋酸化工股份有限公司主要从事以醋酸衍生物、吡啶衍生物为主体的高端专用精细化学品的研发、生产和销售。公司产品主要应用于食品和饲料的防腐，医药及农药的生产，颜(染)料的生产三个领域，因此本公司的产品分为：(1)食品、饲料添加剂：山梨酸(钾)、脱氢乙酸(钠);(2)医药、农药中间体：乙酰乙酸甲(乙)酯；(3)颜(染)料中间体：乙酰乙酰苯胺类产品；此外，公司应客户需求还经营部分其他有机化学产品销售。公司被认定为高新技术企业，国家星火计划重点高新技术企业和江苏省科技型中小企业。本公司凭借产品品牌、产品质量、技术水平、客户资源方面的优势和稳定的供货能力，始终占据着行业领先的竞争地位。,庆九,顾清泉 (8.82%)，庆九 (5.92%)，丁彩峰 (5.92%)，帅建新 (3.06%)，钱进 (2.80%)，薛金全 (2.78%),江苏省南通市崇川区经济技术开发区江山路968号
603969.SH,天津银龙预应力材料股份有限公司,银龙股份,,预应力材料的研发、生产与销售,　　许可项目：建筑用钢筋产品生产；建设工程施工（除核电站建设经营、民用机场建设）；建设工程设计。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：金属丝绳及其制品制造；钢、铁冶炼；电线、电缆经营；金属材料制造；金属材料销售；信息咨询服务（不含许可类信息咨询服务）；模具制造；模具销售；机械设备销售；有色金属压延加工；水泥制品制造；水泥制品销售；紧固件制造；紧固件销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；货物进出口；建筑材料销售；木材加工；木材销售；装卸搬运；劳务服务（不含劳务派遣）；金属结构制造；五金产品制造。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,天津银龙预应力材料股份有限公司主营业务为预预应力材料的研发、生产与销售，主要产品包括：钢丝、钢棒、钢绞线、轨道板、信息化管理系统和智能化生产制造设备，主要服务于国内外铁路、输配水工程、桥梁等基础设施建设。公司及产品先后获得天津市名牌产品、天津市著名商标、中国驰名商标、“优秀物资供应商”等荣誉称号，在国内外客户中拥有较高的知名度。公司拥有国家级企业技术中心、国家级实验室、国家理化检测中心和银龙、宇桥2个驰名商标，被评为国家技术创新示范企业。,谢志峰,谢志峰 (21.67%),天津市北辰区双源工业区双江道62号
603970.SH,中农立华生物科技股份有限公司,中农立华,,农药流通服务、植保技术服务和植保机械供应业务。,　　技术开发、技术转让、技术咨询、技术服务；销售农药（危险化学品除外）、生物刺激素、土壤改良剂、农药机械、植保机械、饲料添加剂、水溶肥料、有机肥料；货物进出口、技术进出口、代理进出口；农业科学研究与试验发展；技术检测；其他危险化学品127种、详见附表《中农立华生物科技股份有限公司申请经营危险化学品范围明细》（危险化学品经营许可证有效期至2024年03月18日）；销售农作物种子。（市场主体依法自主选择经营项目，开展经营活动；销售农作物种子以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）,中农立华生物科技股份有限公司是专注于农药流通服务、植保技术服务和植保机械供应业务的企业。主要包括农药原药、农药制剂、植保机械。2018年，公司先后荣获农业部管理干部学院“合作社最喜爱的农资品牌”、中国农业生产资料流通协会“AAA级企业信用评价”、农资与市场杂志评选的“2018年度中国农化服务坐标奖”；2019年，公司荣获“金质量”上市公司“优秀党建奖”；2020年荣获“农资行业最佳渠道品牌”；2021年荣获“2021全国农药行业销售TOP100强”第4名。,苏毅,中华全国供销合作总社 (50.25%),北京市西城区宣武门外大街甲1号九层912室
603976.SH,重庆正川医药包装材料股份有限公司,正川股份,,从事药用玻璃管制瓶等药用包装材料的研发、生产和销售。,　　制造、加工、销售：锁口瓶，药用玻璃瓶，瓶盖，塑料制品，玻璃仪器及制品，医药包装技术服务；货物进出口。[经营范围中属于法律、行政法规禁止的不得经营；法律、行政法规规定须经批准的项目，应当依法经过批准后方可经营],"重庆正川医药包装材料股份有限公司主要从事药用玻璃管制瓶等药用包装材料的研发、生产和销售。公司主要产品包括不同类型和规格的硼硅玻璃管制瓶,钠钙玻璃管制瓶，并生产各类铝盖,铝塑组合盖等药用瓶盖，产品主要用于生物制剂,中药制剂,化学药制剂的水针,粉针,口服液等药品以及保健品的内包装。报告期内，公司拥有专利技术28项，其中发明专利2项。",邓勇,邓勇 (44.74%)，邓秋晗 (3.65%)，姜惠 (1.43%),重庆市北碚区龙凤桥街道正川玻璃工业园
603977.SH,江西国泰集团股份有限公司,国泰集团,江西国泰民爆集团股份有限公司,民用爆破器材的研发、生产、销售及爆破服务。,　　民用爆炸物品生产；设备制造；民用爆炸物品开发、销售、运输（按相关管理部门许可的范围经营）；培训咨询；民爆器材行业的投资及管理；货物的进出口业务；技术、服务进出口；代理进出口；爆破项目设计施工业务及技术咨询服务，租赁服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"江西国泰集团股份有限公司主营业务为民用爆破器材的研发、生产、销售及爆破服务一体化,是全国产品种类最齐全的民用爆破器材生产企业之一。公司主要产品为工业包装炸药、工业起爆器材、爆破工程、智能供电系统及运维服务、智慧党建、钽铌氧化物、钨合金弹芯。",熊旭晴,江西省国有资产监督管理委员会 (42.88%),江西省南昌市青山湖区高新区高新大道699号国泰集团
603978.SH,深圳市新星轻合金材料股份有限公司,深圳新星,,铝晶粒细化剂的研发、生产和销售。,　　生产经营有色金属复合材料、新型合金材料及铝型材处理剂（不含易燃、易爆、剧毒危险化学物品）。,"深圳市新星轻合金材料股份有限公司主要从事铝晶粒细化剂的研发、生产和销售。截至目前，本公司是行业内唯一一家拥有完整产业链的铝晶粒细化剂专业制造商，其业务涵盖萤石矿采掘、氟盐制造、铝晶粒细化剂生产；公司是行业内具备自主研发制造关键生产设备电磁感应炉、连轧机能力的铝晶粒细化剂制造企业,自主研发的电磁感应炉、连轧机获得多项国内外发明专利,所生产的铝钛硼晶粒细化剂的技术指标已经处于国际领先水平。",陈学敏,陈学敏 (41.05%),广东省深圳市宝安区观光路公明镇高新技术产业园新星厂区A栋
603979.SH,金诚信矿业管理股份有限公司,金诚信,,矿山工程建设、采矿运营管理、矿山设计与技术研发在内的矿山开发服务业务。,　　承包与其实力、规模、业绩相适应的国外工程项目；对外派遣实施上述境外工程所需的劳务人员；矿业管理、为矿山企业提供采矿委托管理服务；工程勘察设计；工程项目管理；工程造价咨询；工程技术咨询；工程预算、审计；矿业技术研究开发、技术转让；承包工程；销售、维修矿业无轨采、运、装矿业设备；机械设备租赁；货物进出口、技术进出口、代理进出口；建设工程咨询；矿产勘探。(企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。),金诚信矿业管理股份有限公司主营业务为包括以矿山工程建设、采矿运营管理、矿山设计与技术研发在内的矿山开发服务业务，公司已实现集矿山工程建设、采矿运营管理、矿山设计与技术研发、矿山设备制造等业务于一体的综合服务能力，是能够为矿山提供综合服务的高端开发服务商之一。公司承建的赞比亚谦比希铜矿西矿体开拓基建工程、老挝东泰钾盐验证工程分别获得境外工程鲁班奖。,王青海,王先成 (16.34%)，王慈成 (7.68%)，王友成 (7.68%)，王亦成 (4.52%)，王意成 (4.52%),北京市丰台区育仁南路3号院3号楼
603980.SH,浙江吉华集团股份有限公司,吉华集团,,染料、染料中间体及其他化工产品的研发、生产和销售。,　　实业投资；机电设备、金属材料、五金交电、日用百货、化工产品及原料（不含危险品）、化肥的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"浙江吉华集团股份有限公司主要从事染料、染料中间体及其他化工产品的研发、生产和销售。染料主要包括分散染料、活性染料等产品，主要用于纺织品的染色和印花。染料中间体主要包括H酸、合成蒽醌等产品，主要用于生产染料。
　　公司拥有分散染料产能7万吨，活性染料产能1.5万吨，其他染料1万吨，H酸产能2万吨，硫酸产能33万吨，涂料产能6000吨，聚氨酯海绵6000吨，其中分散染料产量在行业内排名第三。",邵辉,邵伯金 (28.00%),浙江省杭州市萧山区临江工业园新世纪大道1766号
603982.SH,南京泉峰汽车精密技术股份有限公司,泉峰汽车,,铝合金及黑色金属类汽车零部件的研发、生产、销售,　　一般项目：汽车零部件研发；汽车零部件及配件制造；轴承、齿轮和传动部件制造；轴承、齿轮和传动部件销售；齿轮及齿轮减、变速箱制造；齿轮及齿轮减、变速箱销售；新能源汽车电附件销售；电机及其控制系统研发；电机制造；工程和技术研究和试验发展；导航、测绘、气象及海洋专用仪器制造；导航、测绘、气象及海洋专用仪器销售；模具制造；家用电器制造；家用电器零配件销售；非居住房地产租赁（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,南京泉峰汽车精密技术股份有限公司的主营业务是铝合金及黑色金属类汽车零部件的研发、生产、销售。公司的主要产品是新能源汽车动力系统零部件、新能源电气化底盘零部件、新能源视觉零部件、燃油车动力系统零部件、燃油车底盘零部件。,潘龙泉,潘龙泉 (29.76%),江苏省南京市江宁区秣陵街道将军大道159号(江宁开发区)
603983.SH,广东丸美生物技术股份有限公司,丸美股份,广州佳禾化妆品制造有限公司,化妆品的研发、设计、生产、销售及服务。,　　化妆品制造；化妆品及卫生用品批发；化妆品及卫生用品零售；生物技术开发服务（我国稀有和特有的珍贵优良品种，国家保护的原产于我国的野生动、植物资源开发除外）；生物技术咨询、交流服务（我国稀有和特有的珍贵优良品种，国家保护的原产于我国的野生动、植物资源开发除外）；生物技术推广服务（我国稀有和特有的珍贵优良品种，国家保护的原产于我国的野生动、植物资源开发除外）；生物技术转让服务（我国稀有和特有的珍贵优良品种，国家保护的原产于我国的野生动、植物资源开发除外）；食品科学技术研究服务；货物进出口（涉及外资准入特别管理规定和许可审批的商品除外）；技术进出口；商品批发贸易（涉及外资准入特别管理规定和许可审批的商品除外）；商品零售贸易（涉及外资准入特别管理规定和许可审批的商品除外）；非许可类医疗器械经营；预包装食品批发；预包装食品零售。,"广东丸美生物技术股份有限公司主要从事各类化妆品的研发、设计、生产、销售及服务，产品品牌包括“丸美”品牌和“春纪”品牌。主要产品：弹力蛋白凝时紧致系列、巧克力青春丝滑系列、弹力蛋白精华系列、丸美雪绒花纯净保湿系列、丸美BB新肌系列、杨梅水漾保湿系列、弹力娇嫩系列、五谷菁纯系列。综合行业各数据分析,公司在国内化妆品市场占据一定的市场份额。",孙怀庆,孙怀庆 (72.64%)，王晓蒲 (8.07%),广东省广州市天河区珠江新城冼村路11保利威座大厦南塔6楼
603985.SH,江阴市恒润重工股份有限公司,恒润股份,,辗制环形锻件、锻制法兰及其他自由锻件的研发、生产和销售。,　　生产、加工锻件、不锈钢法兰盘、碳钢法兰盘、机械零部件；金属材料的研究、开发；铝合金、镁合金产品的研发、生产；道路普通货物运输。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江阴市恒润重工股份有限公司是主要从事辗制环形锻件、锻制法兰及其他自由锻件等产品的研发、生产和销售，产品主要应用于风电行业、石化行业、金属压力容器行业、机械行业、船舶、核电等多种行业。 公司是辗制环形锻件和锻制法兰行业重要供应商，在国内同行业中具备较强装备工艺优势及研发优势。公司获得了维斯塔斯、通用电气、西门子歌美飒、阿尔斯通、艾默生、三星重工、韩国重山等国际知名厂商的合格供应商资质或进入其供应商目录。在辗制环形锻件市场，公司已成为海上风电塔筒法兰的重要供应商，在全球同行业同类产品中处于领先地位，同时公司也是目前全球较少能制造7.0MW及以上海上风电塔筒法兰的企业之一。目前公司已取得国家质量监督检验检疫总局特种设备制造资格许可证（压力管道元件），还取得了莱茵技术（TUV）ISO9001：2008质量体系认证证书、莱茵技术（TUV）欧盟承压设备（PED97/23/EC和AD2000）指令中法兰制造许可证（PED和AD证书）、日本JIS证书、法国BV风电法兰工厂认证。,承立新,济宁市人民政府国有资产监督管理委员会 (26.24%),江苏省无锡市江阴市周庄镇欧洲工业园A区
603986.SH,兆易创新科技集团股份有限公司,兆易创新,北京兆易创新科技股份有限公司,存储器、微控制器和传感器的研发、技术支持和销售。,　　微电子产品、计算机软硬件、计算机系统集成、电信设备、手持移动终端的研发；委托加工生产、销售自行研发的产品；技术转让、技术服务；货物进出口、技术进出口、代理进出口。（市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）,兆易创新科技集团股份有限公司主营业务为存储器、微控制器和传感器的研发、技术支持和销售。公司的主要产品为存储器、微控制器以及传感器。在存储器产品领域，公司是全球排名第一的无晶圆厂Flash供应商。在NOR Flash产品，据Web-Feet Research报告显示，公司2022年Serial NOR Flash市占率增长至20%，市场排名全球第三，前二名是华邦电子和旺宏电子。在SLC Nand Flash产品，供应商主要为中国台湾厂商，华邦电子、旺宏电子占据了较高的市场份额。MCU产品领域，据Omdia统计全球MCU市场排名情况，2020年度公司排名第13位，2021年度公司市场排名大幅提升至全球第8位。公司是中国品牌排名第一的32位Arm通用型MCU供应商。,何卫,朱一明 (6.86%),北京市海淀区丰豪东路9号院中关村集成电路设计园8号楼
603987.SH,上海康德莱企业发展集团股份有限公司,康德莱,,医用穿刺针、医用输注器械、介入器械等医疗器械的研发、生产、销售和服务。,　　第二类医疗器械生产；第三类医疗器械经营；第三类医疗器械生产。【依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准】一般项目：企业总部管理；国内贸易代理；进出口代理；电子产品销售；机械设备销售；金属材料制造；金属材料销售；第一类医疗器械生产；第一类医疗器械销售；第二类医疗器械销售；兽医专用器械销售；医用包装材料制造；包装材料及制品销售；计算机软硬件及外围设备制造；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；非居住房地产租赁。【除依法须经批准的项目外，凭营业执照依法自主开展经营活动】,上海康德莱企业发展集团股份有限公司，主要从事医用穿刺针、医用输注器械、介入器械等医疗器械的研发、生产、销售和服务。公司的主要产品有注射针系列、注射器系列、采血针系列、胰岛素笔针系列、输液输血器系列、喂食喂药器械、静脉留置针系列、花色针系列、介入器械系列。,张维鑫,郑爱平 (8.28%)，张宪淼 (6.83%)，张伟 (6.28%),上海市嘉定区高潮路658号
603988.SH,中电电机股份有限公司,中电电机,,研发、生产和销售大中型直流电动机、中高压交流电动机、发电机、电机试验站电源系统和开关试验站电源系统等成套设备。,　　交直流电动机、发电机及机组、变压器、变频器、电气控制系统的研发设计、制造、加工、销售及服务；木包装箱的销售；普通货运；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品及技术除外）。（依法须经批准的项目，经相关部分批准后方可开展经营活动）,中电电机股份有限公司所从事的主要业务是研发、生产和销售大中型直流电动机、中高压交流电动机、发电机、电机试验站电源系统和开关试验站电源系统等成套设备。公司主要产品是直流电动机、交流电动机、发电机、电机试验站电源系统、开关试验站电源系统。公司是高新技术企业，国家知识产权优势企业、江苏省民营科技企业，公司研发中心被认定为“江苏省企业技术中心”、“江苏省大中型电机工程技术研究中心”。,王建裕,王建裕 (30.00%)，王建凯 (22.00%)，王盘荣 (12.22%),江苏省无锡市滨湖区高浪东路777号
603989.SH,湖南艾华集团股份有限公司,艾华集团,,铝电解电容器、铝箔的生产与销售；生产电容器的设备制造；对外投资,　　铝电解电容器，铝箔的生产与销售；生产电容器的设备制造；对外投资。,湖南艾华集团股份有限公司主营业务是铝电解电容器、铝箔的生产与销售；生产电容器的设备制造；对外投资。主要产品是焊针式、焊片式、螺栓式、引线式及垂直片式液态铝电解电容器，引线式、垂直片式及叠层片式固态铝电解电容器。公司连续十三届入选中国电子元件百强企业，产品中节能照明用铝电解电容器产销量全球市场占有率排名第一。,艾立华,艾立华 (24.37%)，王安安 (17.94%),湖南省益阳市赫山区桃花仑东路龙岭工业园
