,name,shortname,prename,operation,operation_scope,introduction,legal_representative,actual_controller,office
000541.SZ,佛山电器照明股份有限公司,佛山照明,,通用照明、电工产品、汽车照明、LED封装产品等的研发、生产和销售。,　　研究、开发、生产电光源产品、电光源设备、电光源配套器件、电光源原材料、灯具及配件、电工材料、机动车配件、通讯器材、家用电器、智能家居产品、电器开关、插座、电线、电缆、弱电材料、线槽、线管、LED产品、锂离子电池及其材料、消防产品、通风及换气设备、给水及排水建筑装饰材料、水暖管道零件、卫浴洁具及配件、家用厨房电器具、家具、五金工具、五金器材、饮用水过滤器、空气净化器、装饰品、工艺礼品、日用百货，在国内外市场上销售上述产品；承接、设计、施工：城市及道路照明工程、亮化景观照明工程；照明电器安装服务；计算机软、硬件的开发、销售及维护；合同能源管理；有关的工程咨询服务。,佛山电器照明股份有限公司主营业务是通用照明、电工产品、汽车照明、LED封装产品等的研发、生产和销售。主要产品是LED照明、传统照明、机动车灯具、开关、插座。公司是高新技术企业，拥有自己的检测中心（国家CNAS认可实验室）、广东省工程技术开发中心，广东省工业设计中心、广东省企业技术中心、光电研究院（市级），荣获“国家知识产权优势企业”和“广东省知识产权示范企业”称号。公司“FSL”和“汾江”品牌被认定为中国驰名商标。,吴圣辉,广东省人民政府国有资产监督管理委员会 (27.74%),广东省佛山市禅城区汾江北路64号
000542.SZ,,,,,,,,,
000543.SZ,安徽省皖能股份有限公司,皖能电力,皖能股份有限公司,电力、节能及相关项目投资、经营。,　　发电业务、输电业务、供（配）电业务；建设工程施工；水力发电（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：热力生产和供应；合同能源管理；节能管理服务；电力行业高效节能技术研发；智能输配电及控制设备销售；太阳能发电技术服务；风力发电技术服务；风电场相关系统研发；新兴能源技术研发；碳减排、碳转化、碳捕捉、碳封存技术研发；新材料技术研发；人工智能行业应用系统集成服务；储能技术服务；工业互联网数据服务；煤炭及制品销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；以自有资金从事投资活动（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）。,安徽省皖能股份有限公司的主营业务为电力、节能及相关项目投资、经营。公司电力业务以燃煤火力发电为主，同时涉及核电、风电、供热等能源项目。,李明,安徽省国有资产监督管理委员会 (56.74%),安徽省合肥市包河区马鞍山路76号能源大厦8-10层
000544.SZ,中原环保股份有限公司,中原环保,白鸽(集团)股份有限公司,供水、城镇污水处理、农村污水治理、污泥处置、中水利用、集中供热、建筑垃圾资源化处置利用、环保设备制造、光伏发电、市政建设、园林绿化、水环境综合治理及技术研发等。,　　环境及公用事业项目的建设、运营及管理；城市给排水、污水综合处理、中水利用、污泥处理；热力生产和供应；垃圾发电、风力发电和光伏发电；水污染治理、大气环境治理、土壤治理、固体废弃物治理、资源综合利用、生态工程和生态修复领域的技术研究与科技开发、设备制造与销售、工程设计与总承包建设、项目管理、工程咨询、技术服务；市政基础设施建设；生态工程和生态修复；苗木种植；园林设计；园林绿化工程和园林维护；国内贸易。（依法须经批注的项目，经相关部门批准后方可开展经营活动）,中原环保股份有限公司的主营业务是供水、城镇污水处理、农村污水治理、污泥处置、中水利用、集中供热、建筑垃圾资源化处置利用、环保设备制造、光伏发电、市政建设、园林绿化、水环境综合治理及技术研发等。公司的主要服务是水务经营、集中供热。公司旗下王新庄污水处理厂、五龙口污水处理厂、马头岗污水处理厂等水务单位多次获得全国“十佳”污水处理厂、全国城镇供排水行业突出贡献、建设美丽河南节能减排竞赛先进等荣誉。公司通过ISO9001质量管理体系、ISO 14001环境管理体系、OHSAS18001职业健康安全管理体系认证。,梁伟刚,郑州市人民政府 (68.73%),河南省郑州市金水区郑东新区才高街6号东方鼎盛中心A座10层
000545.SZ,金浦钛业股份有限公司,金浦钛业,吉林金浦钛业股份有限公司,钛白粉生产及销售。,　　钛矿资源技术开发；钛白粉产品技术及综合利用产品；化工机械的科研开发、销售，提供相关销售和技术服务；以下仅限分支机构经营：钛白粉产品技术及综合利用产品、化工机械的生产；仓储服务；自营和代理各类商品及技术的进出口业务（法律、法规和国务院决定禁止的，不得经营；许可经营项目凭有效许可证或批准文件经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,金浦钛业股份有限公司主营业务钛白粉生产和销售，主要产品是钛白粉。南京钛白和徐州钛白均获得了“高新技术企业”认定。公司钛白粉产品连续多年荣获“南京市名牌产品”和“江苏省名牌产品”称号，通过“高新技术企业”、“江苏省民营科技企业”认定。,郭彦君,郭金东 (25.61%),江苏省南京市六合区南京化工园大纬东路229号
000546.SZ,金圆环保股份有限公司,金圆股份,金圆水泥股份有限公司,水泥、辅料及水泥制品生产、销售，建筑材料制作及技术服务。,　　工业固体废弃物及危险废弃物收集、贮存、处置及综合利用项目的建设及运营；水泥及辅料、水泥制品生产、销售；建筑材料制作及技术服务；投资建设城市基础设施，投资环保、水泥、商砼、建材、公路运输相关业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,金圆环保股份有限公司主营业务为以水泥、辅料及水泥制品生产、销售，建筑材料制作及技术服务。建材产业主要从事水泥熟料、水泥产品的生产与销售，以及商品混凝土的生产与销售。环保产业以危（固）废处置为核心，主要涉及资源化利用和无害化处置等方面。青海地区是公司传统的优势市场，公司也是青海地区规模最大、综合竞争力较强的水泥及商砼龙头企业之一，具备相当的规模、品牌及市场优势。,赵辉,赵璧生 (27.16%)，赵辉 (10.78%),浙江省杭州市滨江区江虹路1750号润和信雅达创意中心1号楼30楼
000547.SZ,航天工业发展股份有限公司,航天发展,神州学人集团股份有限公司,以电子信息科技为主业，致力于军用、民用产业领域。,　　发电机及发电机组设计与制造；雷电防护、电磁防护产品设计与制造；通信系统设备、终端设备设计与制造；射频仿真产品及配套设备设计与制造；航天工业相关设备设计与制造；计算机整机、零部件、应用电子设备设计与制造；专用仪器仪表设计与制造；电子测量仪器设计与制造；金属容器设计与制造；环境治理产品设计及制造；自有房地产经营与物业管理。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,航天工业发展股份有限公司的主营业务是以电子信息科技为主业，致力于军用、民用产业领域。公司的主要产品是数字蓝军与蓝军装备产品、海洋信息装备产品、新一代通信与指控装备产品、网络空间安全产品、微系统产品。公司所属企业长期从事军品科研生产，具备齐全的军工资质，参与国军标及工程行业标准50余项，形成了研、产、销各环节全覆盖的质量控制体系，取得了一批代表国内先进水平的重大科技成果，拥有1个国家级技术中心、多个省部级技术中心及产学研合作创新平台，包括射频仿真及电子模拟系统工程技术研究中心、工业软件技术中心、智能移动通信技术创新中心、环境实验中心、大数据安全保障系统工程技术研究中心、海洋装备及防务工程技术研究中心等多个颇具实力的技术研究中心。公司曾获得“改革开放40年创新力企业”等荣誉称号，在数字蓝军与蓝军装备、新一代通信与指控装备、网络空间安全、微系统等领域具备核心产品的研发设计与生产制造能力，自主创新能力持续提升。,胡庆荣,国务院国有资产监督管理委员会 (20.87%),福建省福州市台江区五一南路17号工行五一支行13层
000548.SZ,湖南投资集团股份有限公司,湖南投资,湖南中意投资集团股份有限公司,高速公路建设运营、资产管理和物业服务、酒店投资经营、城市综合体投资开发。,　　投资建设并收费经营公路、桥梁及各类城市基础设施；投资开发经营房地产业；投资经营酒店业、娱乐业（限由分支机构凭许可证经营）；物业管理；投资高新技术产业、广告业、法律法规允许的其他产业。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,湖南投资集团股份有限公司的主营业务是高速公路建设运营、资产管理和物业服务、酒店投资经营、城市综合体投资开发。路桥收费为自主收费；酒店经营为公司自创酒店品牌，自主经营；房地产开发由公司旗下子分公司进行房地产项目开发；现代物业管理由公司旗下的物业公司开展物业服务。,皮钊,长沙市国有资产监督管理委员会 (32.31%),湖南省长沙市芙蓉区五一大道447号湖南投资大厦21楼
000549.SZ,,,,,,,,,
000550.SZ,江铃汽车股份有限公司,江铃汽车,,生产和销售商用车、SUV以及相关的零部件。,　　生产及销售汽车、专用(改装)车、发动机、底盘等汽车总成及其他零部件，并提供相关售后服务；作为福特汽车(中国)有限公司的福特(FORD)E系列进口汽车品牌经销商，从事上述品牌汽车的零售、批发；进出口汽车及零部件；二手车经销；提供与汽车生产和销售有关的企业管理、咨询服务。,江铃汽车股份有限公司主营业务为生产和销售商用车、SUV以及相关的零部件。主要产品包括JMC品牌轻型卡车、皮卡、轻型客车，驭胜品牌SUV，福特品牌轻客、MPV等商用车及福特品牌SUV。本公司亦生产发动机、铸件和其他零部件。公司是一家集汽车研发、制造和销售的现代化中外合资股份制企业，是依托轻型商用车市场领导地位及领先技术、为智慧物流领域提供优秀产品及解决方案的中国汽车行业先锋，是国家高新技术企业、国家创新型试点企业、国家认定企业技术中心、国家级工业设计中心、国家知识产权示范企业、国家整车出口基地，连续多年位列全球最具价值的汽车品牌100强。随着福特领界、高端域虎改款车型、凯锐重载金刚、凯运升级版（4D30/国五）、经典域虎、凯锐纯电动车、重卡威龙HV5等一系列新产品的投产及上市，公司新技术研发及制造能力得到进一步加强；公司成为首批中国自主研发的全球卫星定位系统北斗系统的车联网产品认证示范企业，公司“牵引车JH476”的外观设计专利获得中国专利优秀奖，凯锐800荣获“天工杯”江西省工业设计金奖。,邱天高,南昌市国有资产监督管理委员会 (20.52%)，国务院国有资产监督管理委员会 (8.53%),江西省南昌市南昌县迎宾中大道2111号
000551.SZ,创元科技股份有限公司,创元科技,苏州物资集团股份有限公司,洁净环保工程及设备、输变电高压瓷绝缘子、滚针轴承、各类光机电算一体化测绘仪器、各类磨料磨具等产品的生产经营。,　　国内贸易；自营和代理各类商品和技术的进出口业务；仪器仪表、电子、环保、电工器材、机械、自动化控制设备的开发、制造加工、销售；资产经营，物业管理，信息网络服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,创元科技股份有限公司主营业务为洁净环保工程及设备、输变电高压瓷绝缘子、滚针轴承、各类光机电算一体化测绘仪器、各类磨料磨具等产品的生产经营。主要产品为洁净环保设备及工程、输变电高压瓷绝缘子、精密轴承。江苏苏净拥有国家工商行政管理总局批准认定为“中国驰名商标”、“国家守合同重信用企业”，是“国家知识产权优势企业”，“苏净”牌净化设备属于“江苏省名牌产品”。产品销往美国、俄罗斯、日本等四十多个国家和地区，具有较好的用户认可度和品牌影响力。,沈伟民,苏州市人民政府 (32.01%),江苏省苏州市吴中区工业园区苏桐路37号
000552.SZ,甘肃能化股份有限公司,甘肃能化,甘肃靖远煤电股份有限公司,煤炭开采和销售。,　　煤炭开采、洗选、销售（仅限分支机构王家山煤矿、魏家地煤矿、大水头煤矿、宝积山煤矿、红会第一煤矿、红会第四煤矿凭许可证在有效期内经营）；机械产品、矿山机械、矿山机电产品、电力设备的生产、销售、维修（仅限分支机构凭许可证、资质证在有效期内经营）；发电、供电、供水（仅限分支机构凭许可证、资质证在有效期内经营）；普通货物运输（仅限分支机构凭许可证、资质证在有效期内经营）；铁路专运线运营；煤炭地质勘查与测绘服务；工程测量；建筑材料、化工产品（不含危险化学品）、工矿配件、机电产品（不含小汽车）、五金交电的批发、零售；设备租赁（不含融资租赁）；房屋租赁。（凡涉及行政许可或资质经营项目，凭有效期许可证、资质证经营）。,甘肃能化股份有限公司主营业务为煤炭开采和销售。公司的主要产品是煤。公司主导产品“晶虹煤”，煤种以不粘煤为主，伴有少量的弱粘煤和长焰煤，具有低硫、低灰、低磷、高发热量等特点，属优质环保动力煤，广泛用于电力、化工、冶金、建材等行业。,许继宗,甘肃省国有资产监督管理委员会 (59.20%),甘肃省白银市平川区大桥路1号
000553.SZ,安道麦股份有限公司,安道麦,湖北沙隆达股份有限公司,非专利作物保护产品的开发、生产及销售,　　农药、化工产品的制造和销售，农药、化工产品及中间体、化工机械设备及备件的进出口贸易；化工机械设备制造与销售；钢结构制作安装；化工工程安装。（涉及许可证许可的，持有效许可证生产经营；危险化学品经营许可证有效期至2018年07月05日，安全生产许可证有效期至2017年03月17日，农药生产许可证有效期至2018年05月05日，氯碱生产许可证有效期至2019年09月09日）。,安道麦股份有限公司是主要从事非专利作物保护产品的开发、生产及销售；产品通常分为除草剂、杀虫剂、杀菌剂以及其他可保护农作物和其他作物的产品，主要用于除草、杀虫及防病，同时也利用自身专业优势为非农用途（消费者或专业解决方案）开发、生产、出售类似产品。,Steve Hawkins,国务院国有资产监督管理委员会 (78.47%),湖北省荆州市沙市区北京东路93号
000554.SZ,中国石化山东泰山石油股份有限公司,泰山石油,山东泰山石化股份有限公司,主要从事成品油批发零售业务以及非油品业务。,　　许可项目：成品油零售；成品油批发；成品油仓储；燃气经营；食品销售；出版物零售；烟草制品零售：农药零售；农药批发；房地产开发经营；住宿服务；餐饮服务；供电业务；发电业务、输电业务；供（配）电业务；机动车检验检测服务。（依法须经批准的项目：经相关部门批准后方可开展经管活动，具体经营项目以相关部门批准文件或许可证件为准）。一般项目：食品销售（仅销售预包装食品）：婴幼儿配方乳粉及其他婴幼儿配方食品销售；保健食品（预包装）销售；石油制品销售（不含危险化学品）；化工产品销售（不含许可类化工产品）；润滑油销售；日用百货销售；日用品销售；化妆品零售：服装服饰零售；劳动保护用品销售；轮胎销售；五金产品零售，家用电器销售，汽车新车销售，汽车零配件批发，机动车修理和维护；二手车经销；文具用品零售；体育用品及器材零售；建筑材料销售；针纺织品销售，食用农产品零售；食用农产品批发，农副产品销售：水产品零售；水产品批发：工艺美术品及收藏品零售（象牙及其制品除外）：礼品花卉销售；电子产品销售；化肥销售；票务代理服务；销售代理；洗车服务；物业管理；住房租赁：土地使用权租赁：信息咨询服务（不含许可类信息咨询服务）；太阳能热发电装备销售；电气设备修理；会议及展览服务；广告发布（非广播电台、电视台、报刊出版单位）；广告制作；总质量4.5吨及以下普通货运车辆道路货物运输(除网络货运和危险货物）；新兴能源技术研发；充电桩销售；第一类医疗器械销售：第二类医疗器械销售；业务培训（不含教育培训、职业技能培训等需取得许可的培训）【分支机构经营】；集中式快速充电站，电动汽车充电基础设施运营；机动车充电销售；新能源汽车电附件销售，新能源汽车换电设施销售；电池销售；站用加氢及储氢设施销售；碳减排、碳转化、碳捕捉，碳封存技术研发（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,中国石化山东泰山石油股份有限公司的主营业务为成品油批发零售业务以及非油品业务。公司的主要产品是汽油、柴油、天然气、非油品。,王明昌,国务院国有资产监督管理委员会 (16.90%),山东省泰安市泰山区东岳大街369号
000555.SZ,神州数码信息服务股份有限公司,神州信息,深圳市太光电信股份有限公司,技术服务、农业信息化、应用软件开发、金融专用设备相关业务及集成解决方案。,　　研究、开发金融自助设备及相关应用软件，销售本公司所研发产品并提供售后服务；提供信息技术及相关技术的资讯、开发、技术服务；软件开发、信息系统的集成并提供售后服务；从事信息系统集成配套计算机硬件及零件、网络设备、多媒体产品、电子信息产品及通讯产品、办公自动化设备、仪器仪表、电器及印刷照排设备的批发、进出口及相关业务。,神州数码信息服务股份有限公司的主营业务是技术服务、农业信息化、应用软件开发、金融专用设备相关业务及集成解决方案。公司的主要产品是系统集成、软件开发及技术服务。2019年，公司荣登“DICFINTECH RANKINGS”全球金融科技百强排行榜第38名。,郭为,昆山市国有(集体)资产管理委员会 (21.95%),北京市海淀区西北旺东路10号院东区18号楼神州信息大厦
000556.SZ,,,,,,,,,
000557.SZ,宁夏西部创业实业股份有限公司,西部创业,广夏(银川)实业股份有限公司,铁路运输、供应链贸易服务和葡萄酒销售。,　　铁路开发建设和经营管理；铁路专用线代运营代维修；仓储和物流、机车和车辆维修；酒店管理，酒店、住宿、餐饮（限分支机构经营），农副产品的种植、加工、销售；新能源项目投资建设、运营及技术服务；高新技术产品的开发、生产、销售；动植物的养殖、种植、加工、销售；食品、日用化工产品（不含易制毒及危险化学品）、酒的开发、生产和销售；转供电、转供水业务。,宁夏西部创业实业股份有限公司从事的主要业务包括铁路运输、供应链贸易服务和葡萄酒销售。主要产品为货运、住宿餐饮、葡萄酒等。,何旭东,宁夏回族自治区人民政府 (17.19%),宁夏回族自治区银川市金凤区北京中路168号C座
000558.SZ,莱茵达体育发展股份有限公司,莱茵体育,莱茵达置业股份有限公司,体育运营、房地产销售及租赁、能源及贸易销售,　　实业投资，体育活动的组织、策划，体育场馆的设计、施工、管理及设备安装，体育用品的研发与销售，化工原料（不含化学危险品和易制毒品）的销售，体育经纪代理业务，知识产权代理（除专利代理），会展服务，设计、制作、代理、发布国内各类广告，设备租赁，物业管理，经济信息咨询，投资咨询，建筑技术咨询，企业管理咨询，投资管理，仓储服务（不含危险品），资产管理。,莱茵达体育发展股份有限公司主要从事的业务包括体育业务、存量商业房地产销售及租赁业务、能源业务。主要产品是体育运营、房地产销售及租赁、能源及贸易销售。,覃聚微,成都市国有资产监督管理委员会 (29.90%),四川省成都市武侯区交子大道177号中海国际中心D座1903室
000559.SZ,万向钱潮股份公司,万向钱潮,万向钱潮股份有限公司,汽车零部件及相关机电产品的开发、制造和销售。,　　一般项目：汽车零部件及相关机电产品的开发、制造和销售，实业投资开发，金属材料、建筑材料的销售，技术咨询服务(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：货物进出口；技术进出口；进出口代理(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。,万向钱潮股份公司的主营业务为汽车零部件的研发和制造。主要产品为等速驱动轴、汽车轮毂单元、传动轴等、配件等。公司专业生产底盘及悬架系统、汽车制动系统、汽车传动系统、轮毂单元、轴承、精密件、工程机械零部件等汽车系统零部件及总成，是目前国内主要的独立汽车系统零部件专业生产基地之一。,李平一,鲁伟鼎,浙江省杭州市萧山区万向路
000560.SZ,我爱我家控股集团股份有限公司,我爱我家,昆明百货大楼(集团)股份有限公司,二手住宅经纪、新房销售、房屋资产管理。,　　互联网技术研发和维护；信息技术开发、技术转让、技术咨询、技术服务；电子商务平台营运开发建设管理；数据处理；物流信息服务；物联网技术服务；房地产经纪业务；住房租赁经营；物业服务；建筑装修装饰工程的设计及施工；酒店管理；商场经营管理；商务信息咨询；进出口贸易；设计、制作、代理、发布各类广告(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,"我爱我家控股集团股份有限公司主营业务包含二手住宅经纪、新房销售、房屋资产管理。公司房地产综合服务业务主要是存量房经纪业务、新房业务、长租房业务、不动产资管业务和房产服务类电商业务；商业零售业务主要分为百货业态、购物中心业态、家电连锁、儿童主题商场连锁、超市业态等五大业态经营；房地产开发业务主要是商业物业和住宅商品房的开发；酒店业务主要负责运营昆百大新纪元大酒店。公司品牌“我爱我家”荣获2018年中国品牌力指数C-BPI房地产中介服务行业品牌力第一名,这是继2012年、2013年、2014年、2016年后,“我爱我家”品牌第五次获此殊荣。2018年,我爱我家荣获“全国驰名商标”荣誉称号、荣获由网易颁发的“品牌影响力大奖”、荣获第七届中国公益节“责任品牌”荣誉称号、荣获由中国房地产经纪同业联盟颁发的“年度爱心影响力企业”荣誉称号。",谢勇,谢勇 (21.23%),北京市朝阳区朝来高科技产业园西区创远路36号院8号楼
000561.SZ,陕西烽火电子股份有限公司,烽火电子,长岭(集团)股份有限公司,通信装备及电声器材的科研、生产、销售。,　　电子产品、无线电通讯设备、电声器材、电子元器件、声像、电教产品、机电产品、电线电缆、北斗通信导航、卫星通信、物联网、计算机软件及信息系统集成、机动指挥通信系统的设计、生产、销售、安装、维修、技术服务、施工；自营和代理各类商品和技术的进出口业务（国家限制或禁止商品、技术除外）；机械加工（专控除外）；普通货运；餐饮、住宿、烟卷及日用小商品零售（仅限分公司凭许可证在有效期内经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,陕西烽火电子股份有限公司是一家致力于军民用通信设备及电声产品的研发、生产和销售的公司。公司主导产品有:短波通信设备、超短波通信设备、航空搜救定位设备、车机内音频控制系统、电声器材。,赵刚强,陕西省人民政府国有资产监督管理委员会 (34.51%),陕西省宝鸡市渭滨区清姜路72号
000562.SZ,宏源证券股份有限公司,宏源证券,新疆宏源信托投资股份有限公司,证券(期货)经纪业务、证券自营业务、证券保荐承销业务、资产管理业务、融资融券、证券(期货)投资咨询业务等。,　　证券经纪；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券承销与保荐；证券自营；证券资产管理；融资融券；证券投资基金代销；为期货公司提供中间介绍业务；代销金融产品。,宏源证券股份有限公司是一家经营证券经纪、证券投资咨询、与证券交易、证券投资活动有关的财务顾问的证券公司.公司的主要产品是证券经纪业务、证券自营业务、证券保荐承销业务、资产管理业务、融资融券、证券投资咨询业务等。,冯戎,中央汇金投资有限责任公司 (60.02%),"新疆维吾尔自治区乌鲁木齐市天山区文艺路233号宏源大厦,北京市西城区太平桥大街19号"
000563.SZ,陕西省国际信托股份有限公司,陕国投,陕西省国际信托投资股份有限公司,信托业务、固有业务和投资顾问等中介业务。,　　资金信托；动产信托；不动产信托；有价证券信托；其他财产或财产权信托；作为投资基金或者基金管理公司的发起人从事投资基金业务；经营企业资产的重组、购并及项目融资、公司理财、财务顾问等业务；受托经营国务院有关部门批准的证券承销业务；办理居间、咨询、资信调查等业务；代保管及保管箱业务；以存放同业、拆放同业、贷款、租赁、投资方式运用固有财产；以固有财产为他人提供担保；从事同业拆借；法律法规规定或中国银行业监督管理委员会批准的其他业务。,陕西省国际信托股份有限公司的主要业务包括信托业务、固有业务和投资顾问等中介业务。公司的主要产品是资金信托;动产信托;不动产信托;有价证券信托;其他财产或财产权信托。,姚卫东,陕西省人民政府国有资产监督管理委员会 (43.56%),陕西省西安市雁塔区高新区科技路50号金桥国际广场C座
000564.SZ,供销大集集团股份有限公司,供销大集,西安民生集团股份有限公司,城乡商品流通综合服务运营。,　　国内商业、物资供销业（以上项目不含前置许可项目）；仓储服务；百货、纺织品、工艺品、家具、五金交电、通讯器材、钟表眼镜、化工产品（除专控产品及易燃易爆危险品）、建筑材料（除木材）、电脑及配件的销售；计算机软硬件的开发与销售；企业管理咨询服务；机械制造；房地产开发；货物与技术的进出口经营（国家禁止和限制的货物与技术出口除外）；商业场地及设备的出租；日用品修理；广告的设计、制作、代理、发布；传真服务（除国家专控及前置许可项目）。,供销大集集团股份有限公司为大型全国性商品流通服务企业，定位于城乡商品流通综合服务运营商，主要业务涵盖民生购物中心、酷铺商超连锁、中国集商贸物流地产及大集数科供应链金融。2020年公司位列陕西百强企业第70位、陕西民营50强企业第17位。,尚多旭,海南省慈航公益基金会 (0.48%),陕西省西安市新城区解放路103号
000565.SZ,重庆三峡油漆股份有限公司,渝三峡A,,油漆涂料的生产销售。,　　许可项目：建设工程施工；制造、销售（仅本企业制造）油漆。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：制造、销售涂料及合成树脂（不含危险化学品）、金属包装制品，销售金属材料（不含稀贵金属）、五金、交电、百货、化工产品及建筑装饰材料（不含化学危险品），橡胶制品、化工原料（不含危险化学品），货物及技术进出口，化工产品检验、检测服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,"重庆三峡油漆股份有限公司主营业务为油漆涂料的生产销售。主要产品有“三峡”牌防腐漆、汽车漆、通用漆、建筑漆、家具漆。公司是国家高新技术企业,“三峡及图”注册商标是中国驰名商标,公司连续14次被评为“全国安康杯竞赛优胜企业”。
　　　　公司是中国石油天然气集团公司、中建钢构等单位的合格供应商，公司是中国船舶集团有限公司金牌供应商（2020年度）。公司重防腐涂料系列在国内影响力名列前茅，屡次打破国际知名品牌的垄断，在军工相关工程中成功应用，为天宫一号目标飞行器、神舟九号飞船及长征二号F运载火箭配套，受到国家航天科工集团的表彰。经过多年的潜心耕耘，“三峡”牌油漆涂料已发展成为享誉西南直至全国的著名涂料品牌，获得了“中国驰名商标”、“重庆市名牌产品”、“中国最受用户欢迎的十强防腐涂料品牌”等荣誉。公司先后被评为“中国涂料行业十大创新企业”、“中国涂料工业百年百强企业”、“中国涂料工业百年影响力企业”、“中国石油和化工行业供应链管理十佳企业”、“全国工业品牌培育示范企业”、“全国石油和化工行业责任关怀最佳实践单位”。",张伟林,重庆市国有资产监督管理委员会 (40.55%),重庆市江津区德感工业园区
000566.SZ,海南海药股份有限公司,海南海药,海南轻骑海药股份有限公司,药品及医疗器械研发、生产和销售。,　　精细化工产品、化学原料药、中药材、中药成药、西药成药、保健品、药用辅料、化工原料及产品（专营除外）、建材、金属材料（专营除外）、家用电器、日用百货、机械产品、纺织品的生产、批发、零售、代购代销；自有房产经营；中药材、花卉种植经营；进出口业务；医药咨询服务。（一般经营项目自主经营，许可经营项目凭相关许可证或者批准文件经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动。）,海南海药股份有限公司主营业务是药品及医疗器械研发、生产和销售。公司的主要产品是抗生素系列、胃肠道用药系列、抗肿瘤药系列、人工耳蜗系列、原料药及其中间体系列。,王建平,国务院国有资产监督管理委员会 (22.89%),海南省海口市秀英区南海大道192号
000567.SZ,海南海德资本管理股份有限公司,海德股份,海南海德实业股份有限公司,科技清收个贷不良服务业务、机构困境资管业务、优质资产管理业务。,"　　资本运作及管理;投融资研究、咨询;企业重组、并购经营业务。(一般经营项目自主经营,许可经营项目凭相关许可证或者批准文件经营)(依法须经批准的项目,经相关部门批准后方可开展经营活动。)",海南海德资本管理股份有限公司从事的主要业务有科技清收个贷不良服务业务、机构困境资管业务、优质资产管理业务。公司的主要产品及服务为资产管理。,王广西,王广西 (73.01%),"海南省海口市龙华区龙昆南路72号耀江商厦三层,北京市海淀区首体南路22号国兴大厦三层"
000568.SZ,泸州老窖股份有限公司,泸州老窖,,“国窖1573”、“泸州老窖”等系列白酒的研发、生产和销售。,　　泸州老窖系列酒的生产、销售（凭许可证及其有效期经营）；进出口经营业务；技术推广服务；发酵制品生产及销售；销售：汽车配件、建材及化工原料（以上经营项目不含法律、法规和国务院决定的前置审批和许可项目）。,泸州老窖股份有限公司以专业化白酒产品设计、生产、销售为主要经营模式，主营“国窖 1573”“泸州老窖”等系列白酒，主要综合指标位于白酒行业前列。公司积极开展全国白酒质量安全追溯体系建设、全产业链质量提升试点等工作，大力推进“全面质量提升”“包材技术标准研究”等质量管理项目，连续发布《产品质量与安全白皮书》。公司先后荣获“全国质量信用先进企业”“全国质量诚信标杆企业”“国家级技能大师工作室”“四川工匠”等荣誉。“国窖1573”是中国白酒鉴赏标准级酒品，也是享誉中外的高档中国白酒之一；“泸州老窖特曲”于1952年在中国首届评酒会上获得“四大名酒”称号，是浓香型白酒的典型代表，是唯一蝉联历届“中国名酒”称号的浓香型白酒，是中国白酒“特曲”品类的开创者。,刘淼,泸州市国有资产监督管理委员会 (45.76%),四川省泸州市龙马潭区南光路泸州老窖营销网络指挥中心
000569.SZ,,,,,,,,,
000570.SZ,常柴股份有限公司,苏常柴,,“常柴”牌柴油机及“常柴罗宾”牌汽油机的研发、生产及销售。,　　内燃机及配套机组、拖拉机、收获机械、植保机械、种植机械、工程机械、环保机械、畜牧机械、粮油加工机械、机械化农业及园艺机具、模具、夹具、零部件及配件生产、加工、研制、开发、销售、技术咨询；数据处理、存储及开发服务；自营和代理各类商品及技术的进出口业务（国家禁止或限定企业经营的商品和技术除外）；物联网设备制造；物联网设备销售；船用配套设备制造；汽轮机及辅机制造；汽轮机及辅机销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,常柴股份有限公司主营业务为从事“常柴”牌柴油机及“常柴罗宾”牌汽油机的研发、生产及销售。公司主要产品包括柴油机、汽油机。常柴是具有一百多年历史的民族工业企业，是中国最早的内燃机专业制造商之一。“常柴”牌商标在国内生产资料类产品中最早被认定为中国驰名商标，“常柴”牌柴油机是中国名牌产品。公司多次荣登中国机械工业百强、中国工业行业排头兵企业榜单，先后荣获了国家级守合同重信用企业、中国农机零部件龙头企业、中国农机工业企业信用AAA企业。,李德森,常州市人民政府国有资产监督管理委员会 (29.03%),江苏省常州市钟楼区怀德中路123号
