,name,shortname,prename,operation,operation_scope,introduction,legal_representative,actual_controller,office
688132.SH,邦彦技术股份有限公司,邦彦技术,,信息通信和信息安全设备的研发、制造、销售和服务。,　　一般经营项目是：软件及系统集成（不含专营、专控、专卖商品及限制项目）；信息安全技术开发、技术转让、技术咨询和技术服务；防雷工程设计、施工、工程设备安装（不含限制项目，国家法律法规国务院决定有相关规定的须从其规定）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。住房租赁；非居住房地产租赁。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：组装、生产光纤用户接入网、交换机、路由器、编解码设备、ATCA、MicroTCA、调度机、终端、网络控制器、综合接入设备；工程设备安装；计算机、通讯产品、指挥调度系统、会议及办公系统、多媒体视讯系统、显示控制系统、网络设备、嵌入式计算平台及板卡、信息安全产品、密码产品、安全技术防护产品的研发、生产、销售、研发、组装生产光纤用户接入网、交换机、路由器、编解码设备、ATCA、MicroTCA、调度机、终端、网络控制器、综合接入设备。,邦彦技术股份有限公司主要从事信息通信和信息安全设备的研发、制造、销售和服务，核心业务包括融合通信、舰船通信和信息安全三大板块。公司通过长期坚持基于客户需求的技术创新和常年承担客户委托的型号研制开发任务，三大业务板块形成了成熟和成体系的产品线。公司的主要产品为富媒体指挥调度系统、智能导控系统、敏捷网络控制系统、船舶通信控制系统、数据通信系统、多主机安全服务平台、移动安全终端平台、安全电话通信平台。公司是国内为数不多可承担军队重大信息通信系统技术总体的民营企业，是国内少数在舰船通信、融合通信和信息安全等三个业务板块同时建立和发展业务的民营企业，是深圳市国防科技工业协会会长单位。,祝国胜,祝国胜 (25.14%),广东省深圳市龙岗区园山街道大康社区志鹤路100号2101
688137.SH,苏州近岸蛋白质科技股份有限公司,近岸蛋白,吴江近岸蛋白质科技有限公司,"靶点及因子类蛋白,重组抗体,酶及试剂的研发,生产,销售，并提供相关技术服务。",　　生物科技领域内的技术研发、服务、咨询、转让、科技成果转化；软件（除计算机信息系统安全专用产品）、实验室试剂（不含危险品）、仪器仪表的研发、销售；以服务外包形式：从事生产流程、产品外发加工的外包代理；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）许可项目：药品生产；第二类医疗器械生产；第三类医疗器械生产；第三类医疗器械经营（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）一般项目：第一类医疗器械生产；第一类医疗器械销售；第二类医疗器械销售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,苏州近岸蛋白质科技股份有限公司的主营业务为靶点及因子类蛋白、重组抗体、酶及试剂的研发、生产、销售，并提供相关技术服务。公司的主要产品与为靶点及因子类蛋白、重组抗体、酶及试剂、CRO服务等。公司在2021年9月曾被江苏省科学技术厅评为江苏省省级工程技术研究中心；2020年3月曾被江苏省工业和信息化厅评为江苏省新冠肺炎疫情防控重点保障企业。,朱化星,朱化星 (22.16%),"江苏省苏州市吴江区吴江经济技术开发区云创路228号3层,4层"
688184.SH,浙江帕瓦新能源股份有限公司,帕瓦股份,,锂离子电池三元正极材料前驱体的研发、生产和销售。,　　一般项目：锂离子电池及原材料研发、制造、销售；生产、销售：硫酸钠、粗氢氧化镍（除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：货物进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。,浙江帕瓦新能源股份有限公司从事锂离子电池三元正极材料前驱体的研发、生产和销售。公司产品为锂离子电池NCM三元正极材料前驱体。2018年，公司被认定为“省级高新技术企业研究开发中心”。2020年，公司获批中国有色金属工业协会“有色行业难处理镍钴资源材料化冶金工程技术研究中心”、省级“企业技术中心”，建立了“院士工作站”；并获得中国锂电产业“思锂奖”年度产品创新奖。2021年，公司成为浙江省单晶型NCM产品团体标准的主要起草单位，公司研发团队入选浙江省领军型创业团队，承担电动汽车用单晶高镍低钴三元锂电正极材料前驱体产业化项目。公司参与研发的“难处理镍钴资源材料化增值冶金新技术”曾获中国有色金属工业科学技术一等奖，5系、6系NCM三元前驱体产品通过了获浙江省科学技术成果认证。,张宝,王振宇 (14.87%)，张宝 (10.27%),浙江省绍兴市诸暨市陶朱街道友谊北路57号
688252.SH,深圳天德钰科技股份有限公司,天德钰,,移动智能终端领域的整合型单芯片研发、设计、销售。,　　一般经营项目是：电子产品软硬件的技术开发、技术咨询、技术服务、技术转让、技术进出口；电子产品、集成电路模块、电子设备、机械设备的批发、佣金代理（拍卖除外）、进出口及相关配套业务（涉及配额许可证管理及专项规定管理的业务按照国家有关规定办理）；自有物业租赁；实业项目投资咨询。（以上项目法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：电子产品软硬件的技术培训,"深圳天德钰科技股份有限公司主营业务为移动智能终端领域的整合型单芯片研发、设计、销售。主要产品有智能移动终端显示驱动芯片（DDIC）、摄像头音圈马达驱动芯片（VCM DriverIC）、快充协议芯片（QC/PDIC）和电子标签驱动芯片（ESL DriverIC）四类，广泛应用于手机、平板/智能音箱、智能穿戴、快充/移动电源、智能零售、智慧办公、智慧医疗等领域。
　　公司凭借可靠的产品质量、扎实的技术水平、高效的客户服务能力、强大的供应链垂直整合能力及较高的性价比，形成了较强的市场竞争力。在DDIC领域，公司已成为国内有一定影响力的供应商，报告期内累计出货4.53亿颗；在VCM Driver IC领域，报告期内累计出货6.17亿颗；在QC/PD IC领域，报告期内累计出货1.92亿颗；在ESL Driver IC领域，报告期内累计出货0.16亿颗。",郭英麟,,广东省深圳市南山区粤海街道高新区社区高新南一道002号飞亚达科技大厦9楼901
688275.SH,湖北万润新能源科技股份有限公司,万润新能,湖北万润新能源科技发展有限公司,锂电池正极材料研发、生产和销售。,　　锂离子电池材料及装备研究、开发、生产、销售；LED照明系统研究、开发、生产、销售；货物进出口、技术进出口、进料加工、三来一补业务；普通货物运输（法律、法规禁止的项目除外；法律、行政法规限制的项目取得许可后方可经营）。,"湖北万润新能源科技股份有限公司是一家主要从事锂电池正极材料研发，生产和销售的高新技术企业。公司的主要产品包括汽车锂离子动力电池和磷酸铁，三元材料前驱体，磷酸锰铁，草酸亚铁，电池级氧化铁，氧化铁黑等储能电池正极材料前驱体。公司所获得的荣誉有第三批专精特新“小巨人”企业公示名单，2018年制造业“双创平台”试点示范项目，湖北省科技进步奖叁等奖，湖北省支柱产业细分领域隐形冠军示范企业(2019-2021),湖北省高价值专利大赛金奖，湖北省信息化和工业化融合试点示范企业，湖北省企业技术中心等。",刘世琦,刘世琦 (23.52%)，李菲 (8.83%),湖北省十堰市郧阳区经济开发区天马大道557号
688293.SH,上海奥浦迈生物科技股份有限公司,奥浦迈,上海奥浦迈生物科技有限公司,细胞培养产品与服务。,　　一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；化工产品销售（不含许可类化工产品）；仪器仪表销售；包装材料及制品销售；塑料制品销售；生物化工产品技术研发；生物基材料技术研发；化工产品生产（不含许可类化工产品）；专用化学产品制造（不含危险化学品）；专用化学产品销售（不含危险化学品）；非居住房地产租赁；货物进出口；技术进出口。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,上海奥浦迈生物科技股份有限公司是一家专门从事细胞培养产品与服务的高新技术企业。公司以细胞培养技术和工艺开发为基础，主营业务涉及细胞培养基系列产品和生物药委托开发生产服务两大应用领域。公司的主要产品有目培养基业务、CDMO业务、CHO培养基、293培养基。公司及其子公司已获得5项发明专利，62项实用新型专利和2项外观专利。公司获得“高新技术企业”、上海市“专精特新”、上海市科技小巨人培育企业等称号。,肖志华,肖志华 (29.34%)，贺芸芬 (1.20%),上海市浦东新区紫萍路908弄28号楼
688387.SH,中信科移动通信技术股份有限公司,信科移动,武汉虹信通信技术有限责任公司,"为客户提供包含硬件,软件,组网和优化服务在内的移动通信网络部署综合解决方案，包括移动通信网络设备以及移动通信技术服务。",　　通信系统及终端、仪器仪表、电子信息、电子技术、自动化技术、电子计算机软硬件及外部设备的开发、生产、销售；开发销售应用软件；技术开发、技术转让、技术咨询、技术服务、技术推广；通信信息网络系统集成（业务网、支撑网）；安全技术防范系统（工程）设计施工；施工总承包、专业承包；工程勘察设计；工程和技术研究与试验发展；通信工程、设备安装工程施工；计算机信息系统集成；货物进出口、技术进出口（国家有专项规定的、从其规定）、代理进出口；防雷设计与施工；交通机电设施工程的设计、安装、维护及交通机电设施产品的销售；汽车电子产品设计、研发、制造；通信类杆或塔的生产制造及安装（国家规定凭许可证经营的凭许可证方可经营）。,"中信科移动通信技术股份有限公司的主营业务是为客户提供包含硬件,软件,组网和优化服务在内的移动通信网络部署综合解决方案，包括移动通信网络设备以及移动通信技术服务。公司作为中国信科下属移动通信企业，是业内自3G时代就全面投入自主创新移动通信技术和标准研发的厂商之一，为我国掌握基于自主知识产权的移动通信技术标准，打破国外移动通信技术领域垄断地位，实现中国完整通信系统“零的突破”，并带动中国的通信制造业、通信运营业等产业链快速发展，最终实现“3G突破、4G同行、5G引领”的跨越发展做出了突出贡献。经过二十多年发展，公司已成为我国移动通信领域的核心企业。公司是我国拥有自主知识产权的第三代移动通信国际标准TD-SCDMA和第四代移动通信国际标准TD-LTE的主要提出者、核心技术的开发者以及产业化的推动者，同时也是我国在第五代移动通信技术、标准和产业化实现全球引领发展的重要贡献者，致力于为全球通信运营商和行业客户提供领先的移动通信技术、产品与解决方案，是央企实践“创新型国家战略”的典范。截至报告期末，公司累计提交的5G标准提案超过15,000篇，拥有已授权的国内外专利超过12,000件，累计参与制定400余项国际、国内及行业标准。根据国际知名专利数据公司IPlytics于2021年11月发布的专利报告，截至2021年9月30日，公司声明的5G同族专利数量及5G技术标准贡献度全球排名第七位和第八位。",罗昆初,国务院国有资产监督管理委员会 (36.91%),湖北省武汉市江夏区藏龙岛谭湖二路1号
688391.SH,钜泉光电科技(上海)股份有限公司,钜泉科技,,智能电网终端设备芯片的研发、设计和销售。,　　光电技术产品的开发、设计、生产，销售自产产品；集成电路的研发、设计；提供相关的技术咨询与技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"钜泉光电科技(上海)股份有限公司的主营业务为智能电网终端设备芯片的研发、设计和销售，可以为客户提供丰富的芯片产品及配套服务。公司的主要产品包括电能计量芯片、智能电表MCU芯片和载波通信芯片等。
　　公司的三相电能计量芯片被国家科技部评为“国家重点新产品”，获得“2009年度中国半导体创新产品和技术奖”、“2012年度‘中国芯’最佳市场表现奖”；单相计量芯片获得“2014年度‘中国芯’最佳市场表现奖”；单相SoC芯片荣获“2011年度‘中国芯’最具潜质奖”；智能电表MCU芯片荣获“2016年度中国半导体创新产品和技术奖”。",杨士聪,,上海市浦东新区中国(上海)自由贸易试验区张东路1388号16幢101室
688392.SH,上海骄成超声波技术股份有限公司,骄成超声,上海骄成机电设备有限公司,超声波焊接、裁切设备和配件的研发、设计、生产与销售，并提供新能源动力电池制造领域的自动化解决方案。,　　许可项目：货物进出口；技术进出口；Ⅱ、Ⅲ类射线装置销售；检验检测服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：从事超声波技术专业领域内的技术开发、技术转让、技术咨询、技术服务、技术推广、技术交流；金属切割及焊接设备制造；金属切割及焊接设备销售；金属表面处理及热处理加工；金属制品研发；金属制品销售；机械设备销售；塑料加工专用设备制造；塑料加工专用设备销售；电子元器件制造；智能控制系统集成；通用设备制造（不含特种设备制造）；专用设备制造（不含许可类专业设备制造）；普通机械设备安装服务；电子、机械设备维护（不含特种设备）；机械设备租赁。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,上海骄成超声波技术股份有限公司的主营业务是超声波焊接、裁切设备和配件的研发、设计、生产与销售，并提供新能源动力电池制造领域的自动化解决方案。公司的主要产品是超声波卧式焊机、超声波楔杆焊机、超声波焊接监控一体机、超声波滚焊机、高速联动超声波焊机、20kHz刚性焊机、20kHz轮胎裁切系统、40kHz轮胎裁切系统、线束端子超声波焊接设备、IGBT端子超声波焊接设备、PIN针超声波焊接设备、超声波塑料焊接机、超声波口罩焊接机、无纺布焊接机、三元前驱体干燥设备、立体卷分切机、立体卷卷绕机、金属检测设备、X光机、动态检重秤、CCD检测设备、智能在线监控系统、胎面提升机、电芯折弯装置、极耳裁切设备、等离子除尘设备、焊头、底模、裁刀、发生器、换能器、金属检测机头。公司一直专注技术创新，坚持以技术创新驱动业务发展的战略。公司非常重视研发团队的建设，公司核心团队人员不仅具备先进的理论知识储备，而且拥有长期从事超声波设备研发而积累的丰富经验。公司形成了以超声波技术为核心的技术体系，具备提供超声波工业应用整体解决方案的能力。公司获得了高新技术企业认定、上海市“专精特新”企业、上海市科技小巨人企业、上海市专利工作试点企业等多项荣誉称号，并与上海交通大学等机构院校广泛开展产学研合作，增强技术研发的主动性和前瞻性，加速科技成果的产业化。截至本招股书签署日，公司及子公司拥有有效授权专利185项，其中包括发明专利26项，取得软件著作权44项，另外公司尚有数十项发明专利处于在申请状态，进一步对公司专利形成补充。公司扎实的技术研发实力和强大核心技术团队，将为募投项目的实施提供可靠的技术支撑。,周宏建,周宏建 (33.15%),上海市闵行区沧源路1488号2幢三层
688428.SH,诺诚健华医药有限公司,诺诚健华,,创新药的研发、生产及商业化。,,诺诚健华医药有限公司的主营业务为创新药的研发、生产及商业化。主要产品为奥布替尼、ICP-192、ICP-723、ICP-332、ICP-189、ICP-490、Tafasitamab、ICP-105、ICP-033、ICP-488、ICP-248、ICP-B03、ICP-915、ICP-B02等。公司获得奖项为中国技术创业协会科技创新贡献奖、北京市“专精特新”中小企业、中国新经济企业500强等。,,,北京市昌平区中关村生命科学园生命园路8号院8号楼
688448.SH,南京磁谷科技股份有限公司,磁谷科技,,"磁悬浮流体机械及磁悬浮轴承,高速电机,高速驱动等核心部件的研发,生产,销售。",　　机电设备、节能环保设备、教学设备、试验仪器仪表、电子产品、电气设备、软件、汽车配件的研发、生产、销售；节能技术开发、推广服务、技术咨询；节能工程设计、施工；合同能源管理；商务信息咨询；自营和代理各类商品和技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外)。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,南京磁谷科技股份有限公司主营业务为为磁悬浮流体机械及磁悬浮轴承、高速电机、高速驱动等核心部件的研发、生产、销售。主要产品为磁悬浮离心式鼓风机、磁悬浮空气压缩机、磁悬浮冷水机组，具有传动无机械接触、高速高效、节能等技术优势，主要应用于污水处理、化工、印染、食品、制药、造纸、电子、机械制造、建筑等行业。公司于2012年8月首次被认定为高新技术企业，分别于2015年8月、2018年12月和2021年11月再次通过高新技术企业认定。发行人2018年被江苏省经济和信息化委员会认定为“科技小巨人企业”，2021年入选国家级第三批专精特新“小巨人”企业。,吴立华,吴立华 (17.51%)，吴宁晨 (15.72%),江苏省南京市江宁区金鑫中路99号(江宁开发区)
688455.SH,科捷智能科技股份有限公司,科捷智能,科捷智能装备有限公司,为国内和国外客户提供智能物流与智能制造系统及产品的设计、研发、生产、销售及服务,　　一般项目：智能仓储装备销售；物料搬运装备制造；物料搬运装备销售；工业自动控制系统装置制造；工业自动控制系统装置销售；信息咨询服务（不含许可类信息咨询服务）；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；货物进出口；技术进出口；机械零件、零部件销售；机械电气设备制造；机械电气设备销售；计算机软硬件及辅助设备批发；计算机软硬件及辅助设备零售；信息系统集成服务；通用设备制造（不含特种设备制造）；普通机械设备安装服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：建设工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）。,"科捷智能科技股份有限公司的主营业务是为国内和国外客户提供智能物流与智能制造系统及产品的设计、研发、生产、销售及服务。公司的主要产品包括智慧物流系统(含智能输送系统和智能分拣系统),智能制造系统(含智能仓储系统和智能工厂系统)。公司近两年获得了中国物流与采购联合会评选的物流技术装备推荐品牌、科技进步奖三等奖、2019年度智慧供应链优秀案例以及中国物资储运协会评选的2020年度数字化仓储优秀奖等奖项，被山东省工业和信息化厅、青岛市工业和信息化局等单位认定为2021年度山东省高端品牌培育企业、山东省“专精特新”中小企业、2020年青岛市企业技术中心、2020青岛高科技高成长企业，公司智能物流装备数字化制造车间被认定为2019年青岛市互联网工业“555”项目。",龙进军,龙进军 (17.21%),山东省青岛市城阳区高新区锦业路21号
835207.BJ,河南众诚信息科技股份有限公司,众诚科技,,数字化综合解决方案及相关服务。,　　一般项目：计算机软件开发，设计，技术咨询及配套电子设备销售及租赁；二类医疗器械销售；计算机网络工程及综合布线；计算机系统集成；计算机信息技术服务；建筑智能化工程及配套电子设备销售；公共安全技术防范系统安装，运营(除依法须经批准的项目外，凭营业执照依法自主开展经营活动),河南众诚信息科技股份有限公司主营业务为数字化综合解决方案及相关服务。公司提供的主要产品或服务包括数字化解决方案、信息设备销售、信息技术服务。公司拥有信息系统集成资质二级，处于省内前列。,梁侃,梁侃 (37.55%)，梁友 (6.49%)，靳一 (1.76%),"河南省郑州市中原区高新技术产业开发区西三环路289号7号楼12层,13层"
836270.BJ,杭州天铭科技股份有限公司,天铭科技,,绞盘、电动踏板及越野改装装备和改装件的研发、生产、销售及服务。,　　一般项目：生产销售起重机械、电动工具、高强度尼龙绳、高强度拖车带、高强度工业吊装带、电动脚踏板、液压绞车、非机动车电机及配件、汽车配件；加工空调清洁剂；批发：越野改装件、汽车装饰品、空气净化设备；环保设备、空气净化设备、汽车零部件及附件、汽车智能硬件、车联网技术的技术开发和应用。汽车销售；二手车销售；车辆改装服务；道路机动车辆生产；车辆维修。,杭州天铭科技股份有限公司主营业务是生产销售绞盘、电动踏板及越野改装件及附件等。主要产品和服务为主产品、辅件产品。,张松,张松 (69.49%)，艾鸿冰 (0.43%),浙江省杭州市富阳区东洲工业功能区五号路5号
838402.BJ,河南硅烷科技发展股份有限公司,硅烷科技,,特种电子工业气体的研发、生产和销售,　　许可项目:危险化学品生产，危险化学品经营，货物进出口，技术进出口(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准)一般项目:新材料技术研发，电子专用材料研发，新兴能源技术研发，工程和技术研究和试验发展，电子专用材料制造，专用化学产品制造(不含危险化学品):化工产品生产不含许可类化工产品:电子专用材料销售，专用化学产品销售(不含危险化学品):化工产品销售(不含许可类化工产品):新材料技术推广服务技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广:机械设备租赁，生产线管理服务:陆地管道运输:供冷服务(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。,河南硅烷科技发展股份有限公司主营业务是光电子材料：硅烷、氢气、四氯化硅、三氯氢硅等的生产、销售及相关技术研发服务。主要产品和服务为气体及危化品收入。,孟国均,河南省国有资产监督管理委员会 (24.48%),河南省许昌市襄城县煤焦化循环经济产业园
838971.BJ,河南天马新材料股份有限公司,天马新材,,高性能精细氧化铝粉体的研发、生产和销售。,　　一般项目：电子专用材料制造，电子专用材料销售；非金属矿物制品制造，非金属矿及制品销售；合成材料制造（不含危险化学品），合成材料销售，特种陶瓷制品制造，特种陶瓷制品销售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,河南天马新材料股份有限公司主要业务为非冶金用的特种氧化铝粉体的研发、生产和销售。公司主要产品有锂电池隔膜用氧化铝、电子陶瓷用氧化铝、高压绝缘填料、TFT-LCD玻璃基板用氧化铝、高导热球形氧化铝、高纯氧化铝、板状氧化铝、研磨抛光氧化铝等。,马淑云,马淑云 (23.17%)，王世贤 (6.53%),河南省郑州市上街区工业路街道科学大道1109号
873122.BJ,中纺标检验认证股份有限公司,中纺标,中纺标检验认证有限公司,纺织及轻工产品的检验检测和认证服务、纺织仪器检定校准以及试验用耗材销售等。,"　　认证；质量检测；技术推广服务；经济贸易咨询；维修检验认证专用仪器设备；企业管理咨询；销售纺织品，化工产品(不含危险化学品),仪器仪表；会议及展览服务(市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动)。",中纺标检验认证股份有限公司是一家致力于提供轻纺产品检验检测相关技术服务的独立第三方专业机构，业务覆盖纺织品、服装、鞋类、皮革制品及箱包等领域。公司主要产品或服务有检验检测服务、试验用耗材销售、计量校准、纺织标准技术咨询、认证服务等。公司在检验检测、标准制修订等领域深耕将近二十年，积累了大量的技术经验，其中，GB18401《国家纺织品基本安全技术要求》、GB31701《婴幼儿及儿童纺织产品安全技术规范》两项标准荣获国家标准创新贡献奖二等奖，FZ/T 64014-2009《膜结构用涂层织物》荣获国家标准创新贡献奖三等奖和中国纺织工业联合会纺织科学技术奖二等奖等，具备自主创新技术实力。,李斌,国务院国有资产监督管理委员会 (70.84%),北京市朝阳区延静里中街3号
301316.SZ,慧博云通科技股份有限公司,慧博云通,北京慧博云通科技股份有限公司,为客户提供专业的信息技术外包(ITO)服务。,　　一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；软件开发；计算机系统服务；大数据服务；互联网数据服务；工业互联网数据服务；计算机软硬件及辅助设备批发；计算机软硬件及辅助设备零售；信息安全设备销售；通讯设备销售；电子产品销售；货物进出口；技术进出口；进出口代理；人力资源服务（不含职业中介活动、劳务派遣服务）(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：第二类增值电信业务；职业中介活动；劳务派遣服务(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。,慧博云通科技股份有限公司主营业务是为客户提供专业的信息技术外包(ITO)服务。主要服务是软件技术外包服务、移动智能终端测试服务。公司获得“2019年中国信息化和软件服务业年度优秀服务商”、“2019中国（行业）最具影响力品牌”、“2020年中国信息技术优秀服务商”、“2020中国数字服务暨服务外包领军企业/百强企业”等荣誉称号。,余浩,余浩 (30.98%),浙江省杭州市余杭区仓前街道欧美金融城6幢12层
301363.SZ,深圳市美好创亿医疗科技股份有限公司,美好医疗,,医疗器械精密组件及产品的设计开发、制造和销售。,　　一般经营项目是：国内贸易；货物及技术进出口。许可经营项目是：医疗器械产品研发、设计转换、生产技术开发及智能制造服务；精密模具、自动化设备、智能制造系统的设计、开发、生产及销售；医用植入金属材料、高分子材料、硅胶材料的制造；工业塑胶及硅胶制品、个人日用塑胶及硅胶制品、劳动防护用品、健康防护用品、日用品、母婴用品、纺织、皮革、毛皮制品、服饰、配饰、非家用纺织制成品的研发、生产及销售；第一类、第二类、第三类医疗器械的研发、生产、经营及技术咨询。,深圳市美好创亿医疗科技股份有限公司的主营业务是医疗器械精密组件及产品的设计开发、制造和销售。公司主要产品为家用呼吸机组件、人工植入耳蜗组件、其他医疗产品组件、精密模具及自动化设备、家用及消费电子组件。公司连续10年获评客户A“最佳供应商”，获评客户B“5年服务最有价值和优秀合作伙伴”。截至2021年6月30日，公司已获得153项国内专利（其中17项发明专利）和16项软件著作权。公司已获得4项国内医疗器械产品注册证，1项国内医疗器械产品受托生产人，7项欧盟医疗器械CE注册产品，1项美国FDA一类医疗器械备案产品，4项FDA医疗器械备案产品的合约制造商。,熊小川,熊小川 (52.12%),广东省深圳市龙岗区宝龙街道宝龙六路3号新中桥工业园B栋2楼
430476.BJ,海能未来技术集团股份有限公司,海能技术,济南海能仪器股份有限公司,实验分析仪器的研发、生产、销售。,　　一般项目：工程和技术研究和试验发展；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；软件开发；软件销售；实验分析仪器制造；实验分析仪器销售；生态环境监测及检测仪器仪表制造；生态环境监测及检测仪器仪表销售；第一类医疗器械生产；第一类医疗器械销售；第二类医疗器械销售；生物化工产品技术研发；人工智能通用应用系统；智能控制系统集成；智能机器人的研发；智能机器人销售；物联网技术研发；物联网应用服务；物联网技术服务；信息技术咨询服务；以自有资金从事投资活动；非居住房地产租赁（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：第二类医疗器械生产；第三类医疗器械生产；第三类医疗器械经营；医疗服务；检验检测服务；货物进出口；技术进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）,海能未来技术集团股份有限公司的主营业务为分析仪器的制造、销售及相关软件的研发、销售。公司的主要产品为元素分析仪器、物理光学分析仪器、电化学分析仪器、样品前处理仪器、其他。,王志刚,王志刚 (19.18%),山东省济南市历城区高新区经十路7000号汉峪金谷A3地块1号楼第四层
603052.SH,苏州可川电子科技股份有限公司,可川科技,,消费电子和新能源电池功能性器件的设计、研发、生产与销售。,　　研发、设计、生产、销售：电子元器件、电子专用材料及器件、汽车配件；自有房屋出租；货物及技术的进出口业务；道路普通货物运输（按许可证核定内容经营）。（前述经营项目中法律、行政法规规定前置许可经营、限制经营、禁止经营的除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,苏州可川电子科技股份有限公司的主营业务为功能性器件的设计、研发、生产和销售。公司的主要产品为电池功能性器件、背光模组功能性器件、结构件功能性器件、绝缘片、顶贴片、底托板、缓冲片；公司以消费电子及新能源汽车领域业务为发展核心，致力于成为相关领域国内领先的功能性器件设计、研发及生产配套综合服务商。,朱春华,朱春华 (36.34%)，施惠庆 (33.28%),江苏省苏州市昆山市千灯镇支浦路1号5号房
603163.SH,圣晖系统集成集团股份有限公司,圣晖集成,圣晖工程技术(苏州)有限公司,洁净室工程整体解决方案一站式服务。,　　从事系统集成服务；机电系统、暖通空调系统、无菌化系统、建筑设备管理系统的设计及相关设备安装；空气净化工程、消防工程、房屋建筑工程、室内外装饰工程、市政公用工程、管道工程的施工并提供相关的技术咨询和售后服务；工业用开关电源转换器及部件的研发、制造；本公司生产产品的同类商品以及建筑材料、无尘、无菌净化设备及相关设备、构配件的批发、进出口（不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请）。第三类医疗器械经营；第二类医疗器械销售；金属结构制造；建筑装饰、水暖管道零件及其他建筑用金属制品制造（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,圣晖系统集成集团股份有限公司的主营业务是为先进制造业提供洁净室系统集成工程整体解决方案的一站式专业服务，主要产品即为洁净技术厂房。,梁进利,,江苏省苏州市虎丘区高新区浒墅关经济开发区石林路189号
688073.SH,上海毕得医药科技股份有限公司,毕得医药,上海毕得医药科技有限公司,药物分子砌块的研发设计、生产及销售等。,　　许可项目：危险化学品经营；货物进出口；技术进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准)一般项目：医药科技，生物科技，生物医药工程领域内的技术开发，技术转让，技术咨询，技术服务；化工产品销售(不含许可类化工产品)；专用化学产品销售(不含危险化学品)；信息咨询服务(不含许可类信息咨询服务)。(除依法须经批准的项目外，凭营业执照依法自主开展经营活动),上海毕得医药科技股份有限公司的主营业务是药物分子砌块的研发设计，生产及销售等。主要产品为药物分子砌块和科学试剂。公司曾荣获高新技术企业证书，国家级专精特新“小巨人”企业等荣誉。,戴龙,戴岚 (35.98%)，戴龙 (15.92%),上海市杨浦区翔殷路999号3幢6层
