,name,shortname,prename,operation,operation_scope,introduction,legal_representative,actual_controller,office
300689.SZ,深圳市澄天伟业科技股份有限公司,澄天伟业,,智能卡和专用芯片生产、销售及服务。,　　卡片的生产（由分支机构生产，具体范围凭环保批复经营）；塑胶证卡、IC卡、读卡器及电子产品零件的技术开发、销售、安装及维修（维修为上门维修）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。房屋租赁、设备租赁（不得从事融资租赁）。国内贸易（不含专营、专卖、专控商品）。许可经营项目是：劳动防护用品、二类医疗器械、医疗安全系列产品等研发、生产、销售。,深圳市澄天伟业科技股份有限公司主营业务为智能卡和专用芯片生产、销售及服务。产品包括智能卡硬件、智能卡信息个人化软件服务及综合制卡服务、智能卡专用芯片业务、安全芯片业务、半导体封装材料业务、功率半导体，同时为合作伙伴提供综合制卡服务。公司作为国际领先的从事智能卡和专用芯片生产、销售及服务的高新技术企业，在智能制造领域，公司的管理水平、生产技术、制造流程及经营规模均处于行业领先地位，并先后与国际智能卡系统公司形成良好、稳定和长期的合作关系，并努力成为为全球用户提供值得信赖的智能卡产品和解决方案的国际化公司。,冯学裕,冯学裕 (37.81%),广东省深圳市南山区粤海街道高新区社区高新南九道10号深圳湾科技生态园10栋B3401-B3404
300690.SZ,山东双一科技股份有限公司,双一科技,,复合材料产品研发、设计、生产、销售和服务,"　　复合材料制品、风电复合材料部件、非金属模具设计制造销售,风机、冷却塔设计、制造销售,货物技术进出口业务(国家法律法规禁止项目除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",山东双一科技股份有限公司是一家集复合材料产品研发、设计、生产、销售和服务于一体的现代化高新技术企业。主要产品涵盖大型非金属模具加工领域、风电领域、工程和农用机械领域、游艇及船舶领域、轨道交通及公共交通领域等。公司主要产品为风电机舱罩类产品（产品规格涵盖750KW-7MW级别）、大型非金属模具、工程及农用机械设备覆盖件、车辆碳纤维复合材料制品、钓鱼艇等，客户覆盖风电新能源领域、工程与农用机械领域、游艇与船舶领域、轨道交通与公共交通领域、电动新能源汽车领域以及航空航天领域。经过多年的专业化经营，公司已与Vestas（丹麦维斯塔斯）、SiemensGamesa（西门子歌美飒）、金风科技、南车株州时代、三一重工、Caterpillar（美国卡特彼勒）、中国中车等全球知名企业建立长期稳定的业务合作关系，成为国内有实力的复合材料制造商。公司共拥有116项国家专利（含子公司），其中发明专利14项，实用新型专利102项。,王庆华,王庆华 (38.33%),山东省德州市德城区新华工业园双一路1号
300691.SZ,中山联合光电科技股份有限公司,联合光电,,光成像、光显示、光感知为核心技术的专业镜头、光电产品的制造商及光学系统解决方案提供商。,　　生产经营各类光电镜头产品，新型电子元器件制造、图形图像识别和处理系统制造、模具制造及上述产品的售后服务；Ⅱ类6822医用光学器具、仪器及内窥镜设备；工业用房出租、商业营业用房出租、办公楼出租；企业管理；物业管理；信息技术咨询服务；第一、二类医疗器械的生产、销售；消毒设备及消毒器具的研发、生产、加工、销售；医疗器械生产；医疗器械技术的开发。（上述经营范围涉及：第二类、第三类医疗器械经营，医疗器械生产，消毒产品生产）（上述涉及许可经营的凭许可证经营。）（依法须经批准的项目，经相关部门批准后方可开展经营活动。）,中山联合光电科技股份有限公司主营业务为光成像、光显示、光感知为核心技术的专业镜头、光电产品的制造商及光学系统解决方案提供商。公司主要产品包括高品质规格镜头。,龚俊强,龚俊强 (28.32%)，邱盛平 (6.17%),广东省中山市火炬开发区益围路10号1-3楼
300692.SZ,安徽中环环保科技股份有限公司,中环环保,,市政污水、工业废水处理、黑臭水体、湿地治理等水环境治理，以及垃圾焚烧发电、城乡垃圾资源化处理、污泥资源化处理等，致力于为客户提供稳定、高效、创新技术的一站式服务和一揽子解决方案。,　　环保科技技术开发、咨询及转让服务；环境污染防治工程施工；环境工程设计；环境污染治理设施管理；城市生活垃圾处理工程设计及施工；环保监测仪器、设备、环保建材、环保型保护膜开发、销售；市政工程（含地下管廊、海绵城市等）；机电安装、自动化、智能化系统工程；生态工程（黑臭水体、人工湿地、土壤修复等）；园林、景观、绿化；房屋租赁、仓储（除危险品）；环境污染治理设施运营（限分支机构）；垃圾焚烧发电、农林废弃物（生物质）发电；固体废弃物处置（除危险品）；污泥及餐厨垃圾处理；城乡环卫一体化工程。（以上凡涉及行政许可的项目均凭许可证件经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"安徽中环环保科技股份有限公司是一家集研发、设计、投资、建设、运营、制造及咨询为一体的国家级高新技术企业,专业从事市政污水、工业废水处理、黑臭水体、湿地治理等水环境治理,以及垃圾焚烧发电、城乡垃圾资源化处理、污泥资源化处理等,致力于为客户提供稳定、高效、创新技术的一站式服务和一揽子解决方案,在许多细分领域如工业废水、乡镇污水处理、污泥资源化处理等拥有多项发明专利技术,是环境治理综合解决方案的中国领跑者。",张伯中,张伯中 (26.97%),安徽省合肥市包河区大连路1120号中辰未来港B1座22-23楼
300693.SZ,深圳市盛弘电气股份有限公司,盛弘股份,,电力电子设备的研发、生产、销售和服务。,"　　一般经营项目：电能质量产品(包括电力有源滤波器；静止无功发生器；电能质量优化器；动态电压调节器；低电压治理设备；电能质量监控设备；电气节能产品)、智能微网产品(包括离网、并网光伏逆变器；离网、并网储能逆变器；应急电源；储能单元)、电动汽车充电产品(包括电动汽车充电机电源模块；分体式充电柜；户外一体化桩；各种定制整流电源)、回馈式充放电电源产品(包括铅酸电池充放电逆变电源；电芯化成分容设备；锂电池组检测设备；动力电池组测试系统；回馈电子负载系统)的技术开发与销售；自动化装备和相关软件的研发、设计、系统集成、销售与技术服务(以上不含限制项目)；充电站系统、整流电源模块及系统、操作电源模块及系统的设计；太阳能发电系统的设计；微网风能光伏柴油发电机电池储能系统设计；经营进出口业务；房屋租赁；高压、高频、大容量电力电子器件技术，智能型电力电子模块技术，大功率变频技术与大功率变频调速装置技术及相关产品的开发、销售及技术服务。(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)。
　　许可经营项目：电能质量产品(包括电力有源滤波器；静止无功发生器；电能质量优化器；动态电压调节器；低电压治理设备；电能质量监控设备；电气节能产品)、智能微网产品(包括离网、并网光伏逆变器；离网、并网储能逆变器；应急电源；储能单元)、电动汽车充电产品(包括电动汽车充电机电源模块；分体式充电柜；户外一体化桩；各种定制整流电源)、回馈式充放电电源产品(包括铅酸电池充放电逆变电源；电芯化成分容设备；锂电池组检测设备；动力电池组测试系统；回馈电子负载系统)的生产；太阳能发电系统的施工；可再生能源分布式发电站建设、运营与维护；离网、并网光伏光热电站的开发、建设、运营与维护；微网风能光伏柴油发电机电池储能系统、充电站系统、整流电源模块及系统、操作电源模块及系统的建设；新能源汽车充电站点建设及运营；自动化装备和相关软件的生产；高压、高频、大容量电力电子器件技术，智能型电力电子模块技术，大功率变频技术与大功率变频调速装置技术及相关产品的生产。",深圳市盛弘电气股份有限公司主营业务是从事电力电子设备的研发、生产、销售和服务。公司目前产品主要包括电能质量设备（涉及有源滤波器、静止无功发生器等）、电动汽车充电桩、新能源电能变换设备（涉及光伏逆变器、储能变流器等）以及电池化成与检测设备。,方兴,方兴 (18.75%),广东省深圳市南山区西丽街道松白路1002号百旺信高科技工业园2区6栋
300694.SZ,无锡蠡湖增压技术股份有限公司,蠡湖股份,无锡蠡湖叶轮制造有限公司,涡轮增压器关键零部件的研发、生产与销售。,　　叶轮、涡轮、精密铸件、涡轮增压器的研发、制造、销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）；房屋租赁；道路普通货物运输。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,无锡蠡湖增压技术股份有限公司主营业务为涡轮增压器关键零部件的研发、生产与销售，主要产品为压气机壳、涡轮壳。蠡湖股份多年的管理实践和积累形成了今日较为完整的内部管理机制，《蠡湖式阿米巴经营模式-分之合经营管理项目》在由上海国家会计学院、中国会计报主办的第五届中国管理会计创新实践奖评选活动中荣获管理会计创新实践奖（2019）。,张嘉斌,泉州市人民政府国有资产监督管理委员会 (28.95%),江苏省无锡市滨湖区胡埭镇天竹路2号
300695.SZ,浙江兆丰机电股份有限公司,兆丰股份,,各类汽车轮毂轴承单元、分离轴承、滚轮轴承等汽车轴承，以及商用车底盘系统零部件和新能源电动车桥的研发、生产和销售。,"　　汽车零部件、机电产品的研发、设计、制造、销售、技术咨询服务,金属材料的销售,从事进出口业务,检测技术咨询、技术服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",浙江兆丰机电股份有限公司主营业务为各类汽车轮毂轴承单元、分离轴承、滚轮轴承等汽车轴承，以及商用车底盘系统零部件和新能源电动车桥的研发、生产和销售。公司的主要产品为汽车轮毂轴承单元、商用车底盘系统零部件和新能源电动车桥。公司自成立以来，依托技术、研发、产品质量等竞争优势，迅速崛起，行业地位突出，是国内少数具备自主研发能力并能提供技术解决方案，规模生产第一、二、三代轮毂轴承单元的企业之一。,孔爱祥,孔爱祥 (46.45%)，孔辰寰 (22.15%),浙江省杭州市萧山区萧山经济技术开发区桥南区块兆丰路6号
300696.SZ,成都爱乐达航空制造股份有限公司,爱乐达,,"航空零部件的数控精密加工,特种工艺处理和部组件装配。",　　机械零部件、模具、机电设备、电子元器件、成套电缆及电缆线束总成的设计、制造、销售；飞机零部件、地面设备的研发、制造、修理、技术服务及销售；飞机零部件的特种检测、理化试验及热表处理；货物及技术进出口（以上经营项目不含前置许可项目、后置许可项目凭许可证或审批文件经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,"成都爱乐达航空制造股份有限公司主营业务为航空零部件的数控精密加工,特种工艺处理和部组件装配。公司主要产品包括飞机机头、机身、机翼、尾翼及起落架等各部位相关零部件、发动机零件以及航天大型结构件。公司曾获获得中航工业下属飞机制造单位“优秀供应商”荣誉。",谢鹏,冉光文 (12.18%)，丁洪涛 (12.00%)，谢鹏 (12.00%)，范庆新 (11.90%),四川省成都市郫都区高新西区安泰二路18号
300697.SZ,江阴电工合金股份有限公司,电工合金,,铜及铜合金产品的研发、生产和销售。,　　铜和铜合金承力索、电工合金、铜接触线、铜合金接触线、母线、扁线、银铜梯排、异型排、换向器片、铜和铜合金管材、棒材及其铜和铜合金制品、铝和铝合金制品、不锈钢制品、电线电缆、电子元件及组件、机械设备及配件、能源设备及配件、轨道交通设备及汽车配件、通讯设备及配件的制造、加工；道路普通货物运输；机械设备、电子产品的销售；自营和代理各类商品及技术的进出口业务，但国家限定企业经营或禁止进出口的商品和技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江阴电工合金股份有限公司主要从事铜及铜合金产品的研发、生产和销售，主要产品按大类分为电气化铁路接触网系列产品以及铜母线系列产品，其中，电气化铁路接触网系列产品包括电气化铁路用接触线和承力索，铜母线系列产品包括铜母线及其深加工铜制零部件。公司已经取得了国家铁路局颁发的《铁路运输基础设备生产企业许可证》以及中铁电气化局集团有限公司颁发的《物资供应商准入证》，是国内少数获得相关资质的铁路接触线及承力索生产企业之一。公司是国内主要的铜及铜合金深加工产品生产企业。凭借产品在使用中过硬的质量表现，公司获得了较高的市场知名度和品牌美誉度，公司商标被认定为江苏省著名商标和全国驰名商标。,冯岳军,陈力皎 (58.57%)，冯岳军 (4.62%),江苏省无锡市江阴市周庄镇世纪大道北段398号
300698.SZ,万马科技股份有限公司,万马科技,万马电子医疗有限公司,"通信与医疗信息化设备的研发、生产、系统集成与销售,及数据中心的集成与维护业务。",　　生产:邮电通信器材、网络产品、系列通信电源、电力器材、防雷保护系统、电子通讯设备、光通信器件、光纤连接器，移动式和整体工作台，普通病床、智能病床（金属制）；第三类6815注射穿刺器械，第三类6822医用光学器具、仪器及内窥镜设备；服务：计算机应用软件的设计开发、技术服务、技术转让、技术咨询，通信工程设计、施工，承接钢结构工程，计算机信息系统集成；批发、零售：第一类、第二类、第三类医疗器械，邮电通信器材，网络产品，系列通信电源，电力器材，防雷保护系统，电子通讯设备，光通信器件，光纤连接器，移动式、整体工作台，普通病床，智能病床（金属制），第一类医疗器械，医疗信息化软件，通信信息化软件；货物进出口（法律、行政法规禁止经营的项目除外，法律、行政法规限制经营的项目取得许可后方可经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,"万马科技股份有限公司主营业务为通信与医疗信息化设备的研发、生产、系统集成与销售,及数据中心的集成与维护业务。公司产品主要包括通信网络配线及信息化机柜产品和医疗信息化产品两大类，并提供部分产品的整体服务方案。作为国内第一批通过工信部“两化融合”的试点企业，公司生产过程已实现高度信息化，建立了数控中心、激光切割及装配中心，并配置了大量自动化生产设备。",张禾阳,张德生 (22.84%),浙江省杭州市临安区太湖源镇青云村
300699.SZ,威海光威复合材料股份有限公司,光威复材,,碳纤维、经编织物和机织物、系列化的树脂体系、各种预浸料、复合材料构制件和产品的设计开发、装备设计制造、检测(CNAS/DIlAC认证国家和国防实验室)等。,　　高性能纤维、织物、预浸材料、各类复合材料制品、工装模具、航空地面设备、后勤保障装备和成套装备的研发、生产、销售，机械加工业务；技术开发与咨询，备案范围内的货物及技术进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,威海光威复合材料股份有限公司是专业从事碳纤维、碳纤维织物、碳纤维预浸料、碳纤维复合材料制品及碳纤维核心生产设备的研发、生产与销售的高新技术企业，拥有碳纤维行业全产业链布局。公司产品：碳纤维、聚丙烯腈(PAN)基碳纤维、碳纤维复合材料。公司作为国内碳纤维行业领军企业，主持制定了《聚丙烯腈基碳纤维》国家标准（2011年发布）以及《碳纤维预浸料》国家标准（2013年发布）两项国家标准。公司拥有“碳纤维制备及工程化国家工程实验室”、国家级“企业技术中心”等多个国家研发平台，公司自成立以来承担了包括科技部“863”计划项目、国家发改委产业化示范工程项目在内的众多高科技研发项目。,卢钊钧,陈亮 (14.89%),山东省威海市环翠区高区天津路-130号
300700.SZ,长沙岱勒新材料科技股份有限公司,岱勒新材,,金刚石线的研发、生产和销售。,　　一般项目：新材料技术研发；非金属矿物制品制造；非金属矿及制品销售；金属丝绳及其制品制造；金属丝绳及其制品销售；机械设备研发；机械设备销售；专用设备制造（不含许可类专业设备制造）；电子专用材料研发；电子专用材料制造；电子专用材料销售；技术进出口；货物进出口。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,长沙岱勒新材料科技股份有限公司主要从事金刚石线的研发、生产和销售。公司主要产品为电镀金刚石线。公司一直致力于研发新一代的硬脆材料切割技术，产品具有自主知识产权，从各环节工艺、关键生产设备、以及工序管理、产品自动控制信息管理等全部由公司自主研发并实现产业化，是中国电镀金刚石线行业标准《超硬磨料制品电镀金刚石线》（JB/T12543-2015）的牵头起草单位，具有中国产业创新的代表性。,段志明,段志明 (20.16%),湖南省长沙市岳麓区高新开发区环联路108号
300701.SZ,森霸传感科技股份有限公司,森霸传感,南阳森霸光电股份有限公司,光电传感器的研发、设计、生产、销售及服务。,　　研究、开发、制造、销售红外传感器、可见光传感器等光电传感器系列产品、相关电子模块、配件、组件；传感器及传感器应用系统的研发、设计；与以上产品相关的嵌入式软件的开发、销售；与以上技术、产品相关的服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,森霸传感科技股份有限公司的主营业务为光电传感器的研发、设计、生产、销售及服务，主要产品包括热释电红外传感器系列和可见光传感器系列两大类。,单森林,单森林 (37.87%),河南省南阳市社旗县城关镇
300702.SZ,浙江天宇药业股份有限公司,天宇股份,浙江天宇药业有限公司,医药中间体、原料药、制剂及其他精细化学品的生产和销售，货物与技术进出口。,"　　许可项目：药品生产;危险化学品生产;危险化学品经营;货物进出口;技术进出口;药品委托生产;药品进出口(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以审批结果为准)。一般项目：基础化学原料制造(不含危险化学品等许可类化学品的制造);技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;专用化学产品销售(不含危险化学品)(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)。",浙江天宇药业股份有限公司主营业务为化学原料药及中间体的研发、生产和销售。公司产品主要包括抗高血压药物原料药及中间体、抗哮喘药物原料药及中间体、抗病毒药物中间体等。公司目前已形成了以沙坦类药物原料药及中间体产品为主，抗病毒药物中间体及CMO业务多元发展的业务格局，是全球规模最大、品种最为齐全的沙坦类抗高血压药物原料药及中间体生产企业之一。,屠勇军,林洁 (35.92%)，屠勇军 (21.75%),浙江省台州市黄岩区黄岩江口化工开发区
300703.SZ,宁波创源文化发展股份有限公司,创源股份,,纸制品类产品的设计、生产加工和销售。,　　一般项目：组织文化艺术交流活动；专业设计服务；工艺美术品及礼仪用品制造（象牙及其制品除外）；工艺美术品及收藏品批发（象牙及其制品除外）；工艺美术品及收藏品零售（象牙及其制品除外）；玩具、动漫及游艺用品销售；纸制品制造；纸制品销售；塑料制品制造；塑料制品销售；包装服务；包装材料及制品销售；教学用模型及教具销售；文具制造；文具用品批发；文具用品零售；办公用品销售；五金产品研发；五金产品制造；五金产品批发；五金产品零售；电工器材制造；电工器材销售；日用杂品制造；日用杂品销售；日用百货销售；日用品销售；日用品批发；玩具制造；玩具销售；厨具卫具及日用杂品批发；体育用品制造；体育用品及器材批发；体育用品及器材零售；户外用品销售；宠物食品及用品零售；宠物食品及用品批发；互联网销售（除销售需要许可的商品）；信息系统集成服务；软件开发；计算机及办公设备维修；计算机软硬件及辅助设备批发；计算机软硬件及辅助设备零售；信息技术咨询服务；日用口罩（非医用）生产；日用口罩（非医用）销售；医用口罩零售；医用口罩批发；医护人员防护用品批发；医护人员防护用品零售；劳动保护用品生产；劳动保护用品销售；第一类医疗器械生产；第一类医疗器械销售；第二类医疗器械销售；园区管理服务；企业管理；物业管理；酒店管理；市场营销策划；信息咨询服务（不含许可类信息咨询服务）；社会经济咨询服务；会议及展览服务；非居住房地产租赁。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：道路货物运输（不含危险货物）；出版物印刷；包装装潢印刷品印刷；文件、资料等其他印刷品印刷；特定印刷品印刷；医用口罩生产；第二类医疗器械生产；医护人员防护用品生产（Ⅱ类医疗器械）；药品生产；药品委托生产；药品零售；药品批发；各类工程建设活动；技术进出口；货物进出口；进出口代理。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,宁波创源文化发展股份有限公司的主营业务为纸制品类产品的设计、生产加工和销售。公司主要产品包括时尚文具、手工益智、社交情感、运动健身、生活家居及其他等。公司目前主要销售市场为北美市场及部分欧洲市场，位居2019年宁波市出口额前200位企业榜第65位。公司2019年被评为“中国轻工业文教用品行业十强企业”第五位、“2019-2020年度国家文化出口重点企业”等多项荣誉。,任召国,宁波市人民政府国有资产监督管理委员会 (29.01%),浙江省宁波市北仑区庐山西路45号
300705.SZ,湖南九典制药股份有限公司,九典制药,湖南九典制药有限公司,医药产品的研发、生产和销售。,　　药品、二类医疗器械、消毒剂、化工产品、卫生用品、化妆品、保健品、保健食品、食品、特殊医学用途配方食品、特殊膳食食品、一类医疗器械、中医药、生物制品、植物提取物的研发；化学药品制剂、化学药品原料药、生物药品、消毒剂、卫生材料及医药用品、化工产品、食品添加剂、固体饮料的制造；药用辅料、一类医疗器械、二类医疗器械、中药提取物、中成药、生物制品、卫生用品、化妆品、特殊医学用途配方食品、特殊膳食食品、保健食品的生产；药品、医药原料、生物制品、一类医疗器械、二类医疗器械、消毒剂、植物提取物、医药辅料、保健品、化妆品及卫生用品、保健食品、食品、预包装食品、散装食品、特殊医学用途配方食品、特殊膳食食品、食品添加剂、化工产品的销售；中成药、中药饮片的批发；医疗用品及器材的零售；生物技术开发服务、咨询、交流服务、转让服务；中药饮片加工；药用辅料的技术研发、咨询、技术转让；医学研究和试验发展；科技文献服务；科技信息咨询服务；化学工程研究服务；机械设备租赁；房屋租赁；场地租赁；自营和代理各类商品及技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,湖南九典制药股份有限公司主营业务为医药产品的研发、生产和销售，产品主要包括药品制剂、原料药、药用辅料及植物提取物四大类别。公司奥硝唑、塞克硝唑、地红霉素、左羟丙哌嗪、盐酸左西替利嗪等原料药合成技术处于国内领先水平，主导产品洛索洛芬钠凝胶膏、盐酸左西替利嗪、奥硝唑、地红霉素等原料药及口服制剂市场份额位居行业前列。,朱志宏,朱志宏 (34.26%),湖南省长沙市岳麓区麓天路28号金瑞麓谷科技园A1栋
300706.SZ,福建阿石创新材料股份有限公司,阿石创,,专业从事各种PVD镀膜材料研发、生产和销售。,"　　金属、稀有金属、稀土、贵金属及其合金制成的真空蒸镀膜料、溅射靶材、石英制品、电子用高科技化学品的生产、研发和销售;光学元器件、平板显示器材料、导线支架、光学玻璃的生产、研发和销售;自营和代理各类商品和技术的进出口,但国家限定公司经营或禁止进出口的商品和技术除外。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",福建阿石创新材料股份有限公司专业从事各种PVD镀膜材料研发、生产和销售，主导产品为溅射靶材和蒸镀材料两个系列产品，主要应用于光学光电子产业，用以制备各种薄膜材料。阿石创作为国内PVD镀膜材料行业设备齐全、技术先进、产品多元化的龙头企业之一，累计获授权专利百余项，先后被授予国家级高新技术企业、工信部“专精特新”小巨人企业等荣誉。,陈钦忠,陈钦忠 (36.65%)，陈秀梅 (7.49%),福建省福州市长乐区漳港街道漳湖路66号
300707.SZ,无锡威唐工业技术股份有限公司,威唐工业,,汽车冲压模具和汽车冲焊零部件的研发、生产和销售。,　　精密模具、五金冲压件、金属零配件、电子产品零配件、金属制品、钣金件、通用机械设备、工业机器人、电气机械及器材、夹具的设计研发、生产和销售、技术咨询与服务；自营和代理各类商品和技术的进出口（但国家限定公司经营或禁止进出口的商品及技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"无锡威唐工业技术股份有限公司主要从事汽车冲压模具及相关产品的研发、设计、制造及销售公司。主要产品及服务为汽车冲压模具及检具、汽车冲焊零部件、自动化产品、电池箱体、轻量化结构件及相关技术服务。公司在汽车冲压模具领域深耕十年有余,其产品主要销往北美、欧洲等全球汽车产业发达且集中的地区。",张锡亮,张锡亮 (17.05%),江苏省无锡市新吴区鸿山街道建鸿路32号
300708.SZ,聚灿光电科技股份有限公司,聚灿光电,,化合物光电半导体材料的研发、生产和销售业务。,　　照明器件、显示器件、光电器件的研发、组装生产和销售，LED图形化衬底、LED外延片、LED芯片的研发、生产和销售，并提供相应的技术服务；本公司产品的出口和生产所需设备、技术、原辅材料的进口；超高亮度发光二极管（LED）应用产品系统工程的安装、调试、维修；合同能源管理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：非居住房地产租赁（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,聚灿光电科技股份有限公司主要从事化合物光电半导体材料的研发、生产和销售业务，为国内领先的LED芯片头部企业。主要产品为GaN基高亮度LED外延片、芯片。公司产品位于LED产业链上游，技术门槛和附加值均较高，所生产的产品主要应用于显示背光、通用照明、植物照明、医疗美容等中高端应用领域。,潘华荣,潘华荣 (23.73%),江苏省苏州市吴中区苏州工业园区月亮湾路15号中新大厦32楼01-05室
300709.SZ,江苏精研科技股份有限公司,精研科技,,传动、精密塑胶、散热、智能制造服务及电子制造板块业务。,　　电子，电器产品及组装件的开发，制造与销售；金属装饰品，模具的设计，制造与销售；汽车零部件，通用工具，金属零部件，陶瓷零部件及高分子复合材料零部件，电机，齿轮和传动部件的设计，开发，制造与销售；粉末冶金粉体材料的制造与销售；自动化设备设计，组装，制造与销售；自营和代理各类商品和技术的进出口业务(但国家限定公司经营或禁止进出口的商品和技术除外)。技术服务，技术开发，技术咨询，技术交流，技术转让，技术推广；(依法须经批准的项目，经相关部门批准后方可开展经营活动)一般项目：塑料制品销售(除依法须经批准的项目外，凭营业执照依法自主开展经营活动),江苏精研科技股份有限公司主营业务为传动、精密塑胶、散热、智能制造服务及电子制造板块业务。公司主要产品为MIM核心零部件、精密传动机构产品等。公司产品现已最终应用于fitbit、三星(SAMSUNG)、JAWBONE、步步高(vivo)、OPPO、华为、联想、本田等国内外知名消费电子和汽车品牌。,王明喜,王明喜 (19.42%)，黄逸超 (7.73%),江苏省常州市钟楼区钟楼经济开发区棕榈路59号
300710.SZ,杭州万隆光电设备股份有限公司,万隆光电,,广电网络设备及数据通信系统的研发、生产、销售和技术服务。,　　许可项目：广播电视传输设备制造；第二类医疗器械生产；技术进出口；货物进出口(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。一般项目：计算机软硬件及外围设备制造；通信设备制造；智能家庭网关制造；移动通信设备制造；光通信设备制造；网络设备制造；电子元器件制造；光电子器件制造；通信设备销售；电子元器件批发；软件开发；移动终端设备制造；数字视频监控系统制造；安全系统监控服务；五金产品批发；五金产品零售；计算机软硬件及辅助设备批发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息技术咨询服务；信息系统集成服务；智能控制系统集成；对外承包工程；计算机软硬件及辅助设备零售；通讯设备销售；第二类医疗器械销售；机械设备租赁(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。,"杭州万隆光电设备股份有限公司的主营业务是广电网络设备及数据通信系统的研发、生产、销售和技术服务,是国内领先的广电网络设备及数据通信系统整体解决方案提供商。公司主要产品包括有线电视光纤传输设备、有线电视电缆传输设备、前端系统、数据通信系统、智能化监控设备、电信增值服务、软件平台及物联网设备。公司是具备为广电运营商提供有线电视网络设备及数据通信全系统整体解决方案的行业领军企业。凭借多年来在有线电视设备制造业界的丰厚积淀,公司的研发水平及产品技术、性能均处于国内同行业领先地位。",雷骞国,雷骞国 (2.02%),浙江省杭州市萧山区瓜沥镇建设四路11809号2幢
300711.SZ,广州广哈通信股份有限公司,广哈通信,,数字与多媒体指挥调度系统及相关产品的研发、生产、销售与服务。,　　通信设备零售；技术进出口；通信终端设备制造；通讯设备及配套设备批发；通信线路和设备的安装；通信系统设备制造；通讯终端设备批发；电子、通信与自动控制技术研究、开发；货物进出口（专营专控商品除外）；房屋租赁；通信设施安装工程服务,广州广哈通信股份有限公司主营业务为数字与多媒体指挥调度系统及相关产品的研发、生产、销售与服务。公司主要产品包括信息交换平台、系列调度台(终端)、IP话机、数据收集及存储的记录设备、接入设备以及信息管理系统。指挥调度系统从技术角度，可以分为数字指挥调度系统和多媒体指挥调度系统，其他终端产品主要包括IP话机与记录类产品。公司进入指挥调度通信产品市场较早，经过多年的应用及升级换代，在主要市场领域中，公司的相关产品已经得到大规模、长时间的应用。在军队某军兵种、国家电网、南方电网辖内的网、省级电力公司客户群体中的占有率处于绝对优势，在地市级客户和五大发电集团中也有广泛的覆盖。,孙业全,广州市国有资产管理委员会 (59.70%),广东省广州市黄埔区高新技术产业开发区科学城南云一路16号
