,name,shortname,prename,operation,operation_scope,introduction,legal_representative,actual_controller,office
600486.SH,江苏扬农化工股份有限公司,扬农化工,,农药产品的研发、生产和销售。,　　农药的制造、加工（按批准证书、生产许可证经营）。精细化工产品的制造、加工，精细化工产品、农药的技术开发、应用服务，自营和代理各类商品及技术的进出口。,江苏扬农化工股份有限公司主营农药产品的研发、生产和销售。公司的主要产品为杀虫剂、除草剂、杀菌剂。目前公司已成为全球菊酯领域具有核心优势的生产企业，菊酯类产品品种数量排名世界前列。目前公司卫生菊酯在国内的市场占有率约为70%，麦草畏产能居全球领先地位。优嘉公司被工信部评为全国首批绿色工厂。根据中国农药工业协会的数据排名，本公司位列2019中国农药销售百强企业第5名，2019中国农药出口第3名。连续五年入选世界农化企业前20强。报告期内，公司先后获评中国精细化工百强企业、AGROW最佳供应商、中国农药行业优秀原药与中间体供应商。,刘红生,国务院国有资产监督管理委员会 (36.39%),江苏省扬州市邗江区安桥路高新区大厦2-5层
600487.SH,江苏亨通光电股份有限公司,亨通光电,,通信网络业务、能源互联业务,　　光纤光缆、电力电缆，特种通信线缆、光纤预制棒、光纤拉丝、电源材料及附件、光缆金具或铁附件、电子元器件、输配电及控制设备、光器件及传感、通信设备、光纤传感、水声、物联网器件、消防产品、海洋观测设备、海洋油气设备、环境监测设备、数据中心机房配套产品（含供配电设备、空调制冷设备、智能管理监控设备）的研发、制造、销售以及相关系统的施工、维护、工程项目承包及技术咨询服务；通信工程设计、施工、维护、监理；机电一体化工程、消防工程、安全防范工程的设计、施工；建筑智能化设计、施工；弱电智能系统集成、设计、安装，综合布线工程，通信系统集成承包及技术咨询服务；网络工程设计、安装；废旧金属的收购（含废旧电缆等）；承包与其实力、规模、业绩相适应的国内外工程项目，对外派遣实施上述境外工程所需的劳务人员；固网、移动网络业务代理，接入网、用户驻地网业务，网络托管业务，通信设施租赁业务；第二类增值电信业务中的因特网接入服务业务（不含网站接入）；网络信息安全技术产品开发，数据储存、数据整理、数据挖掘、云计算、大数据分析服务，技术开发，技术咨询；石油工程技术服务；计算机软硬件的开发、销售及安装服务；信息系统集成的设计、安装调试及维护；智慧社区建设及运营；量子通信建设及网络运营；实业投资；自营和代理各类商品和技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：输配电及控制设备制造；智能输配电及控制设备销售；电气设备销售；智能仪器仪表销售；在线能源监测技术研发；物联网技术研发；物联网技术服务；物联网设备制造；物联网设备销售；物联网应用服务；5G通信技术服务；人力资源服务（不含职业中介活动、劳务派遣服务）（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,江苏亨通光电股份有限公司的主营业务是通信网络业务、能源互联业务。主要产品是光通信、智能电网、海洋能源与通信、工业智能、铜导体。公司专注于在通信和能源两大领域为客户创造价值，提供行业领先的海上风电、海洋通信、光通信、智能电网、智慧城市、储能等产品与解决方案，具备集“设计、研发、制造、销售与服务”一体化的综合能力，并通过全球化产业与营销网络布局，致力于成为全球领先的通信和能源两大领域的系统解决方案服务商。在《2021年全球线缆最具竞争力企业10强榜单》和《2021年全球海缆最具竞争力企业10强榜单》中，亨通位列全球线缆、全球海缆双榜单前三强。,张建峰,崔根良 (17.81%),江苏省苏州市吴江区中山北路2288号
600488.SH,津药药业股份有限公司,津药药业,天津天药药业股份有限公司,皮质激素类、氨基酸类原料药及制剂的研发、生产和销售。,　　药品生产；药品委托生产；兽药生产；化妆品生产；食品添加剂生产；饲料添加剂生产；危险化学品经营；特种设备设计。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：以自有资金从事投资活动；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；中药提取物生产；专用化学产品制造（不含危险化学品）；专用化学产品销售（不含危险化学品）；基础化学原料制造（不含危险化学品等许可类化学品的制造）；化工产品生产（不含许可类化工产品）；化工产品销售（不含许可类化工产品）；发酵过程优化技术研发；生物化工产品技术研发；第二类非药品类易制毒化学品经营；第三类非药品类易制毒化学品经营；特种设备出租；日用化学产品销售；日用化学产品制造。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,津药药业股份有限公司主要从事皮质激素类、氨基酸类原料药及制剂的研发、生产和销售，公司主要产品地塞米松系列、泼尼松系列、甲泼尼龙系列、倍他米松系列、氨基酸原料药、片剂、小容量注射剂、软膏剂、乳膏剂、涂膜剂、凝胶剂、膜剂、栓剂、硬胶囊剂、丸剂、冻干粉针剂。公司多次获得中国化学制药协会 “国内原料药出口十强企业”称号。,刘欣,天津市人民政府国有资产监督管理委员会 (12.38%),天津市东丽区开发区西区新业九街19号
600489.SH,中金黄金股份有限公司,中金黄金,,黄金、其他有色金属矿的采选、冶炼和销售。,　　黄金、有色金属的地质勘查、采选、冶炼的投资与管理；黄金生产的副产品加工、销售；黄金生产所需原材料、燃料、设备的仓储、销售；黄金生产技术的研究开发、咨询服务；高纯度黄金制品的生产、加工、批发；进出口业务；商品展销。,"中金黄金股份有限公司生产是一家集黄金采、选、冶、加工综合配套能力的黄金企业,有高纯金、标准金、电解银、电解铜和硫酸等多种产品.公司的核心产品为黄金，其中黄金系列产品包括金精矿、合质金和标准金等。其他产品主要包括铜、白银和硫酸等。
    公司生产和加工标准金占全国产量的20.1%,是上海黄金交易所最大的黄金现货供应企业.公司当选为""中国黄金协会副会长单位"",先后通过ISO-9001、ISO-14001、OSHMS18001管理体系认证和中国实验室国家认可委员会(CNAL)认证,在全国黄金行业第一个通过伦敦金银市场协会(LBMA)产品认证;获得中华全国总工会""全国五一劳动奖状""、""中国矿业十佳企业""等30余项荣誉称号;公司股票入选上海证券交易所上证180指数成份股和""沪深300指数""样本股、上证央企ETF指数成份股.公司近三年连续荣获《中国证券报》、《上海证券报》和《证券时报》等国内财经媒体组织评选的""投资者心目中最亲切的上市公司""、""上市公司金牛百强""、""中国蓝筹公司百强"",""中国蓝筹贵金属企业十强""、""中国上市公司市值管理百佳""、""上市公司价值百强奖""等荣誉称号。",卢进,国务院国有资产监督管理委员会 (45.84%),北京市东城区安定门外大街9号
600490.SH,鹏欣环球资源股份有限公司,鹏欣资源,上海中科合臣股份有限公司,"矿产品及金属矿产品的销售;煤炭经营(取得许可证后方可从事经营活动);房地产开发经营;实业投资;物业管理;经济信息咨询服务;销售化工原料及制品(除危险化学品),GMP条件下的医用原料的销售(含医药原料和关键中间体);贸易代理;特种高分子新材料;经营进料加工和“三来一补”业务,从事货物和技术的进出口业务,橡胶及橡胶制品、电子设备、通讯设备(除广播电视地面接收系统)的销售。【依法须经批准的项目,经相关部门批准后方可开展经营活动】",　　一般项目：矿产品及金属矿产品销售，煤炭经营（取得许可证后方可从事经营活动），房地产开发经营，实业投资，物业管理，经济信息咨询服务，销售化工原料及产品（除危险化学品）、GMP条件下的医用原料销售（含医药原料和关键中间体）；特种高分子新材料；经营进料加工和“三来一补”业务，从事货物和技术的进出口业务，橡胶及橡胶制品、电子设备、通讯设备（除广播电视地面接收系统）的销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,鹏欣环球资源股份有限公司主要业务是金属铜、金、钴的开采、加工、冶炼及销售，除此之外，公司的业务范围还包括贸易、金融以及生态修复等领域，即采用先进高效的湿法冶炼技术将铜矿石转化为阴极铜产品，然后出售以获得盈利。公司主要产品是自产阴极铜，可广泛应用于电气、轻工、家电、机械制造、建筑、国防工业等领域。,王晋定,姜照柏 (28.34%),上海市闵行区联航路1188号32号楼
600491.SH,龙元建设集团股份有限公司,龙元建设,,建筑总包板块、基建投资板块、绿色建筑板块,　　许可项目：各类工程建设活动；房屋建筑和市政基础设施项目工程总承包；建设工程设计；建设工程勘察；工程造价咨询业务；货物进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。一般项目：对外承包工程；园林绿化工程施工；建筑材料销售；建筑装饰材料销售；工程管理服务；电工器材销售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,龙元建设集团股份有限公司主营业务包括建筑总包板块、基建投资板块、绿色建筑板块。公司长期注重品牌建设，连续10年蝉联“中国民营企业500强”榜单，连续16年入选“中国承包商80强”，荣获白玉兰奖“杰出单位”荣誉称号。公司拥有一系列高等级建筑工程资质和专业的建筑施工管理团队，坚持质量兴业，在建筑行业多年处于领先地位。,赖朝辉,赖振元 (22.05%),上海市静安区寿阳路99弄龙元集团大楼
600493.SH,福建凤竹纺织科技股份有限公司,凤竹纺织,,生产、加工针织、机织色布、漂染、纺纱、染纱、印花加工，销售自产产品；从事环保设施运营；从事货物或技术的进出口业务等。,　　生产、加工针织、机织色布、漂染、染纱、服装，销售自产产品，从事环保设施运营；从事货物或技术的进出口业务。,"福建凤竹纺织科技股份有限公司是主营业务为生产、加工针织、机织色布、漂染、纺纱、染纱、印花加工，销售自产产品；从事环保设施运营；从事货物或技术的进出口业务等。主要产品有针织坯布、针织成品布、筒子色纱。开发的产品“大麻网眼布”和“收获时节”获得“2019中国国际面料设计大赛暨2020春夏流行面料优秀奖”；开发的产品“翡翠星辰”获得“2019中国优秀印染面料二等奖”；“鱼鳞荡漾”获得“2019中国优秀印染面料一等奖”。目前公司水,电,汽,污水处理等基础设施配套齐全，生产设备已达到世界同行先进水平，已形成了一个较为完善的技术创新体系和产业链，曾连续多年入选“中国纺织服装企业竞争力500强”和“中国针织行业竞争力10强企业”。",陈强,陈澄清 (10.72%),福建省泉州市晋江市青阳凤竹工业区
600495.SH,晋西车轴股份有限公司,晋西车轴,,铁路车辆及配件、精密锻造、精密铸造产品的研发、制造、销售等。,　　铁路车辆配件、车轴、精密锻造产品生产、销售及相关技术咨询服务；设备维修；非标准设备设计、制造及销售；本企业自产产品及技术的出口业务；本企业生产所需的原辅材料、仪器仪表、机械设备、零配件、原辅材料及技术的进口业务（国家限定公司经营和国家禁止进出口的商品及技术除外）；进料加工和“三来一补”业务。,晋西车轴股份有限公司是涉及铁路车辆及配件、精密锻造、精密铸造产品的研发、制造、销售等。公司主要产品为铁路货车车辆（包括敞车、罐车、平车、棚车、漏斗车等五大系列13个品种）、铁路车轴（包括国内外各型铁路机车、客车、货车、轻轨、地铁、动车组<含高铁动车组>用轴）、转向架、摇枕侧架等其他铁路车辆配件。,吴振国,国务院国有资产监督管理委员会 (28.23%),山西省太原市万柏林区和平北路北巷5号
600496.SH,长江精工钢结构(集团)股份有限公司,精工钢构,安徽长江农业装备股份有限公司,钢结构建筑及围护系统的设计、制作、施工和工程服务。,　　许可经营项目：承包境外钢结构工程和境内国际招标工程以及上述工程的勘测、咨询、设计、监理项目和项目所需的设备、材料出口，对外派遣实施上述项目所需的劳务人员。一般经营项目：生产销售轻型、高层用钢结构产品及新型墙体材料，钢结构设计、施工、安装。,长江精工钢结构(集团)股份有限公司主营业务是钢结构建筑及围护系统的设计、制作、施工和工程服务。主要产品体系包括钢结构构件和装配式建筑产品。公司是钢结构行业的龙头企业之一。公司已获得一项国家科学进步奖一等奖，五项国家科学进步奖二等奖，为业内获得国家科学进步奖最多的公司，也是业内唯一一家获得国家科学进步奖一等奖的公司。,方朝阳,方朝阳 (5.88%),上海市闵行区黎安路999号大虹桥国际32层
600497.SH,云南驰宏锌锗股份有限公司,驰宏锌锗,,从事锌、铅、锗系列产品的采选、冶炼、深加工与销售。,　　铅锌锗系列产品的探矿、选矿、采矿、冶炼及产品深加工；硫酸、硫酸锌、硫酸铵；伴生有价金属的提炼、销售及技术服务；废旧物资回收及利用、矿山及其井下建设工程的设计与施工；阴阳极板生产、销售；有色金属、黑色金属、矿产品化验分析技术服务；资产租赁；物流及道路货物运输；车辆修理；境外期货套期保值业务；进出口业务和国内贸易。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,云南驰宏锌锗股份有限公司主要从事锌、铅、锗系列产品的采选、冶炼、深加工与销售。公司主要产品有锌产品、铅产品、硫酸、银产品、硫精矿、铅精矿、锌精矿、煤炭、电解铜、锗产品。2021年5月，中国亚洲经济发展协会、《环球时报》社和亚洲品牌网联合主办“2021年品牌强国论坛”，公司以品牌指数295.26跻身“2021中国品牌500强榜单”。,王冲,国务院国有资产监督管理委员会 (27.84%),云南省曲靖市麒麟区经济技术开发区翠峰路与学府路交叉口
600498.SH,烽火通信科技股份有限公司,烽火通信,,通信系统设备、光纤及线缆、数据网络等产品的生产与销售。,　　光纤通信和相关通信技术、信息技术领域、工业互联网、物联网领域科技开发；相关高新技术产品设计、制造和销售，含光纤预制棒、光纤复合架空地线（OPGW）、光纤复合相线（OPPC）及金具和附件、电力导线、电线、电缆及相关材料和附件、通讯线缆及附件、海底光缆、海底电缆及海底通信设备的设计、制造与销售；数据中心、通信站址、工业用智能控制设施所需配套网络能源基础设施产品（含电源、高低压成套配电、蓄电池、精密温控、智能采集管理设备、智能管理软件）的规划设计、开发、生产、销售、技术服务、工程安装、维修和咨询；光纤通信网络、工业互联网、物联网设备、光模块、终端设备及相关通信信息产品、智能交互产品、通用服务器、存储产品、计算机及配套设备、云计算、大数据、虚拟化软件、应用软件、交换机、工作站软硬件产品的技术开发和产品生产、销售和售后服务；系统集成、代理销售；增值电信业务中的互联网接入服务业务及增值电信业务中的互联网接入数据中心业务；相关工程设计、施工；技术服务；自营进出口业务（进出口经营范围及商品目录按外经贸主管部门审定为限）。（涉及许可经营项目，应取得相关部门许可后方可经营）,烽火通信科技股份有限公司所属行业为通信及相关设备制造业，公司主营光纤通信和相关通信技术、信息技术领域科技开发；相关高新技术产品制造和销售、系统集成、代理销售;相关工程设计、施工；技术服务；自营进出口业务(进出口经营范围及商品目录按外经贸主管部门审定为限)。主要产品是通信系统设备、光纤及线缆、数据网络产品等。,曾军,国务院国有资产监督管理委员会 (34.74%),湖北省武汉市洪山区东湖高新区高新四路6号
600499.SH,科达制造股份有限公司,科达制造,广东科达洁能股份有限公司,建筑陶瓷机械、海外建材、锂电材料及装备的生产和销售。,　　陶瓷、石材、墙体材料、节能环保等建材机械设备制造，自动化技术及装备的研究、开发与制造；销售：机电产品零配件，砂轮磨具、磨料，陶瓷制品；清洁能源相关机械设备及相关自动化技术及装备的研制、开发与制造、销售；清洁煤气（不含城市燃气及危险化学品）、蒸气、蒸汽的制造与销售；信息技术服务，软件开发与销售，系统集成，硬件设备租赁与销售，网络技术咨询服务；污水、固废、危废的处理处置相关业务及其衍生产品的生产销售（凭有效许可证经营）；经营本企业和本企业成员企业自产产品及相关技术的出口业务和生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务（国家限定公司经营或禁止进出口的商品除外）；经营本企业的进料加工和“三来一补”业务（具体按[2000]外经贸发展审函字第3250号经营）。,科达制造股份有限公司主要从事建筑陶瓷机械、海外建材、锂电材料及装备的生产和销售，主要产品有建材机械装备、清洁环保设备、融资租赁、锂电材料、建筑陶瓷。2019年，凭借强大的创新研发能力，公司荣获“中国企业专利500强”、“中国陶瓷科技创新奖”、改革开放40年“致敬·创新企业”企业等殊荣，彰显了公司的专业实力。,边程,卢勤 (15.02%),广东省佛山市顺德区陈村镇广隆工业园环镇西路1号
600500.SH,中化国际(控股)股份有限公司,中化国际,中化国际贸易股份有限公司,化工原料、精细化工、农用化工、塑料、橡胶制品等的进出口、内销贸易及仓储运输和货运代理业务等,　　自营和代理除国家组织统一联合经营的出口商品和国家实行核定公司经营的进口商品以外的其它商品及技术的进出口业务；进料加工和“三来一补”业务；对销贸易和转口贸易；饲料、棉、麻、土畜产品、纺织品、服装、日用百货、纸浆、纸制品、五金交电、家用电器、化工、化工材料、矿产品、石油制品(成品油除外)、润滑脂、煤炭、钢材、橡胶及橡胶制品、建筑材料、黑色金属材料、机械、电子设备、汽车(小轿车除外)、摩托车及零配件的销售(国家有专营专项规定的除外)；橡胶作物种植；仓储服务；项目投资；粮油及其制品的批发；化肥、农膜、农药等农资产品的经营，以及与上述业务相关的咨询服务、技术交流、技术开发(涉及行政许可的凭许可证经营)。中化国际下属子公司主要从事化工品进出口、内销贸易，天然橡胶种植、加工及销售，农药与橡胶助剂等的制造、加工及销售等。,中化国际(控股)股份有限公司主要经营化工原料、精细化工、农用化工、塑料、橡胶制品等的进出口、内销贸易及仓储运输和货运代理业务等。,张学工,国务院国有资产监督管理委员会 (54.63%),上海市浦东新区中国(上海)自由贸易试验区长清北路233号
600501.SH,航天晨光股份有限公司,航天晨光,南京晨光航天应用技术股份有限公司,核工装备、智能制造、后勤保障、环保装备、柔性管件、压力容器、艺术工程等多个领域的产品研发、生产和销售。,　　压力容器设计、制造、销售。交通运输设备、环保设备及环卫车辆、管类产品及配件、普通机械及配件的科研、生产、销售、技术服务，矿山机械及配件、自动化控制系统及设备、仪器仪表、电子产品、非金属制品、工艺美术品制造、销售；电子机电产品的开发；无损检测、理化和计量服务；市政工程承接；自营和代理各类商品及技术的进出口业务；科技开发、咨询服务，实业投资，设备安装，钢结构工程专业承包；国内贸易；房屋租赁；建筑工程总承包；环境工程相关技术研究和试验，城市垃圾清运服务、城市垃圾处理服务、公共厕所管理服务、公路养护服务，城市水域治理服务、江、湖治理服务、水库污染治理服务，绿化管理，建筑物外墙清洗服务；机械设备租赁；二手车销售；再生物资回收。,航天晨光股份有限公司主营业务是航天及民用专用汽车系列产品、波纹管类系列产品的研制开发、生产制造、经营销售;激光陀螺及其惯性测量组合系统、动中通系统、遥测系统、电子、机电产品的开发;自营和代理各类商品和技术的进出口业务。公司主要产品有专用汽车、波纹补偿器、金属和非金属软管等。其产品遍布中国各地，蜚声海外，并曾获得“国家质量管理金奖”等荣誉奖项。,冯杰鸿,国务院国有资产监督管理委员会 (45.70%),江苏省南京市江宁区经济技术开发区天元中路188号
600502.SH,安徽建工集团股份有限公司,安徽建工,安徽水利开发股份有限公司,房屋建筑工程、基础设施建设与投资、房地产开发经营。,　　建筑工程施工、水利水电工程施工、公路工程施工、市政公用工程施工、港口与航道工程施工、机电工程施工；公路路基工程、公路路面工程、桥梁工程、隧道工程、城市园林绿化工程、河湖整治工程、钢结构工程、建筑装修装饰工程、建筑幕墙工程、消防设施工程、建筑机电安装工程、起重设备安装工程；基础设施及环保项目投资、运营；水利水电资源开发；房地产开发；对外工程承包、货物或技术的进出口业务（国家禁止或涉及行政审批的货物和技术进出口除外）；金属结构加工、制作、安装；工程勘察、规划、设计、咨询，建筑工程和交通工程的研发、咨询、检测、监理。（依法需经批准的项目，经相关部门批准后方可开展经营活动）,安徽建工集团股份有限公司主营业务为房屋建筑工程、基础设施建设与投资、房地产开发经营。此外，公司还拥有装配式建筑、工程技术服务、建材贸易、水力发电等业务。主要产品有建筑工程、机电工程施工总承包、建筑装修装饰工程、钢结构工程、建筑幕墙工程、消防设施工程、建筑机电安装工程、起重设备安装工程专业承包、利水电工程、公路工程、市政公用工程、港口与航道工程施工总承包、公路路基工程、公路路面工程、桥梁工程、隧道工程、城市园林绿化工程、河湖整治工程专业承包、基础设施及环保项目投资、运营等、利水电工程、公路工程、市政公用工程、港口与航道工程施工总承包、公路路基工程、公路路面工程、桥梁工程、隧道工程、城市园林绿化工程、河湖整治工程专业承包、基础设施及环保项目投资、运营等、装配建筑、工程检测、勘察、规划、设计、咨询、监理、建筑材料的生产与销售、水力发电，建筑设备制造、销售和租赁，金属结构加工、制作和安装，酒店管理等。截至2020年底，累计获鲁班奖12项，詹天佑奖6项，“国家优质工程奖”、“李春奖”等其他全国性工程奖项20余项，省（部）级建筑工程质量奖200余项。,李有贵,安徽省人民政府国有资产监督管理委员会 (32.14%),安徽省合肥市蜀山区黄山路459号安建国际大厦
600503.SH,华丽家族股份有限公司,华丽家族,新智科技股份有限公司,房地产开发。,　　股权投资管理，实业投资，投资咨询及管理。【依法须经批准的项目，经相关部门批准后方可展开经营活动】,华丽家族股份有限公司现主营业务为房地产开发与经营。公司主要产品包括房地产、建筑装饰、机械制造和非金属矿物制品。公司被评选为“中国城建与房地产科学发展50大卓越成就企业”。,王伟林,刘雅娟 (2.56%),上海市长宁区红宝石路500号东银中心B栋15楼
600505.SH,四川西昌电力股份有限公司,西昌电力,,发电、供电、电力工程设计安装。,　　生产、开发电力产品及发、供、用电设备、发电、供电、电力、电子设计、安装、调试、电力科技开发、矿产品、金属材料。,四川西昌电力股份有限公司的主要业务为发电、供电、电力工程设计安装。主要产品是电力、供水、电力工程、光伏新能源、工程设计。,林明星,国务院国有资产监督管理委员会 (20.15%),四川省凉山彝族自治州西昌市胜利路66号
600506.SH,统一低碳科技(新疆)股份有限公司,统一股份,新疆库尔勒香梨股份有限公司,润滑油脂的研发、生产和销售。,　　润滑油销售；石油制品制造（不含危险化学品）；专用化学产品销售（不含危险化学品）；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；碳减排、碳转化、碳捕捉、碳封存技术研发；新材料技术研发；会议及展览服务；信息咨询服务（不含许可类信息咨询服务）；以自有资金从事投资活动；供应链管理服务；互联网销售（除销售需要许可的商品）；工业互联网数据服务；数据处理和存储支持服务；人工智能行业应用系统集成服务；信息系统集成服务；新材料技术推广服务；环保咨询服务；销售代理；采购代理服务；广告发布；企业管理咨询；食用农产品零售；食用农产品批发；水果种植；坚果种植；棉花收购；棉、麻销售；土地使用权租赁；土地整治服务；普通货物仓储服务（不含危险化学品等需许可审批的项目）；非居住房地产租赁；租赁服务（不含许可类租赁服务）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。（依法批准的项目，经相关部门批准后方可开展经营活动）。,统一低碳科技(新疆)股份有限公司主营业务为润滑油脂的研发、生产和销售，以及库尔勒香梨等新疆特色果品的种植、加工和销售业务。主要产品为汽车用油、摩托车用油、工业用油、工程机械用油及润滑脂、防冻液、库尔勒香梨。库尔勒香梨作为新疆传统优良品种，主要生长在巴州地区，其特有的地理位置及水土光热资源决定香梨具有区域优越性，新疆库尔勒香梨享誉国内外。,周恩鸿,中华人民共和国财政部 (18.82%),新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市圣果路圣果名苑
600507.SH,方大特钢科技股份有限公司,方大特钢,南昌长力钢铁股份有限公司,冶金原燃材料的加工、黑色金属冶炼及其压延加工产品及其副产品的制造、销售。,　　许可项目：道路货物运输（网络货运），道路货物运输（不含危险货物），道路危险货物运输，检验检测服务，建设工程施工，建设工程设计，危险废物经营，旅游业务，住宿服务，餐饮服务，危险化学品经营（依法须经批准的项目，经相关部门批准后在许可有效期内方可开展经营活动，具体经营项目和许可期限以相关部门批准文件或许可证件为准）一般项目：钢、铁冶炼，通用零部件制造，弹簧制造，弹簧销售，金属结构制造，金属结构销售，铁合金冶炼，黑色金属铸造，金属制品研发，金属制品销售，钢压延加工，有色金属压延加工，有色金属合金制造，有色金属合金销售，金属材料制造，金属材料销售，金属废料和碎屑加工处理，模具制造，模具销售，电气设备修理，冶金专用设备制造，冶金专用设备销售，专用设备制造（不含许可类专业设备制造），汽车零部件研发，汽车零部件及配件制造，汽车销售，机动车修理和维护，炼焦，煤炭及制品销售，化工产品生产（不含许可类化工产品），化工产品销售（不含许可类化工产品），肥料销售，耐火材料生产，耐火材料销售，成品油批发（不含危险化学品），再生资源加工，再生资源销售，工程管理服务，工业工程设计服务，劳务服务（不含劳务派遣），装卸搬运，国内货物运输代理，运输货物打包服务，普通货物仓储服务（不含危险化学品等需许可审批的项目），仓储设备租赁服务，机械设备租赁，非居住房地产租赁，住房租赁，租赁服务（不含许可类租赁服务），技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广，货物进出口，进出口代理，国内贸易代理，招投标代理服务，旅游开发项目策划咨询，园林绿化工程施工，游览景区管理，专业设计服务，工艺美术品及收藏品零售（象牙及其制品除外），休闲观光活动，停车场服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,方大特钢科技股份有限公司从事的主要业务是冶金原燃材料的加工、黑色金属冶炼及其压延加工产品及其副产品的制造、销售，主要产品是螺纹钢、汽车板簧、弹簧扁钢、铁精粉等。公司主要生产建筑用材（包括螺纹钢、盘螺、线材）和汽车零部件用钢（汽车弹簧钢）。,居琪萍,方威 (38.40%),江西省南昌市青山湖区冶金大道475号
600508.SH,上海大屯能源股份有限公司,上海能源,,煤炭的生产和销售、电力生产、铸造铝材加工等业务。,　　煤炭开采，洗选加工，煤炭销售，铁路运输（限管辖内的煤矿专用铁路），矿山采掘设备、洗选设备、交通运输设备、普通机械、电器机械及设备的制造、维修、销售，实业投资，国内贸易（除专项审批项目），普通货物运输，建筑工程用机械修理，技术开发与转让，货物及技术进出口业务，自有房屋出租（上述经营范围涉及许可经营的凭许可证经营），班车客运及汽车大修、维护、小修、总成修理（限汽车运输分公司经营），火力发电、电力、热力供应以及电力、热力生产、供应设备的运营、检修、技术服务（限分支机构经营），危险品2类1项、危险品2类2项、危险品3类、危险品8类运输（限分支机构经营），铝及铝合金的压延加工生产、销售（限分支机构经营），氧气充装（限分支机构经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,上海大屯能源股份有限公司主营业务为煤炭的生产和销售、电力生产、铸造铝材加工等。主要产品为煤炭、铝加工、电力。,毛中华,国务院国有资产监督管理委员会 (35.81%),上海市浦东新区浦东南路256号(华夏银行大厦11层)
600509.SH,新疆天富能源股份有限公司,天富能源,新疆天富热电股份有限公司,电力与热力生产、供应，天然气供应，城镇供水及建筑施工等。,　　煤炭销售（不在北京地区开展实物煤的交易、储运活动）；火电、水电、供电、送变电设备安装、电力设计、供热；仪器仪表生产、销售、安装；供热保温管生产、销售；阀门生产、销售；供热设备生产、销售、安装；电力行业技术咨询、技术服务；供热管网维修及改造；房屋租赁；信息技术开发；机电设备的销售；水电热力设备安装(限所属分支机构经营)；自营和代理各类商品和技术进出口，但国家限定或禁止进出口的商品和技术除外；环保技术的开发、转让和服务；物流仓储服务；清洁能源的开发与利用；煤基多联产技术的开发与利用；工程设计及相关技术服务；建筑材料、建筑防水卷材产品、润滑油销售。本公司下属子公司经营范围主要包括生活饮用水及工业用水、水表及配件的销售，天然气零售，燃气行业技术咨询；燃气设备的维修，投资建设天然气管网、天然气压缩站、天然气加气站。,新疆天富能源股份有限公司主营业务为电力与热力生产、供应，天然气供应，城镇供水及建筑施工等。公司的主要服务是为新疆石河子地区提供电、热、水、天然气等综合城市能源服务，也是西北地区唯一一家以热电联产模式为主，多种能源供应方式并举，发、供、调一体化的综合性能源上市公司。,刘伟,新疆生产建设兵团第八师国有资产监督管理委员会 (23.79%),新疆维吾尔自治区石河子市北一东路2号
600510.SH,黑牡丹(集团)股份有限公司,黑牡丹,,新型城镇化建设、纺织服装和新基建。,　　针纺织品、服装的制造、加工，棉花收购、加工、销售。自营和代理各类商品和技术的进出口业务（国家限制或禁止公司进出口的商品和技术除外）；建筑材料、装潢材料、百货、五金、交电、化工产品（除危险品）、劳保用品、日用杂货（烟花爆竹除外）、针纺织品销售；对外投资服务。,"黑牡丹(集团)股份有限公司是国内牛仔布生产销售规模最大的企业,是国内牛仔布行业唯一一家A股上市公司,为国家520家重点企业之一,科技部认定的国家重点高新技术企业。公司主营业务是新型城镇化建设、纺织服装和新基建。公司正在建设黑牡丹纺织工业园,该工业园是集纺纱、染整、织造、服装于一体,全球首屈一指的牛仔产业基地,此外,工业园将引入特色纱线和高档面料等高附加值项目。目前全球第一大名牌牛仔服装生产商美国Levi`s由公司提供牛仔布面料,全球其他名牌牛仔服装生产商也把黑牡丹列为面料指定供应商。此外,公司还参股(拟)江苏银行1.5亿股。“黑牡丹”商标荣获中国驰名商标称号，并被国家质量监督检验检疫总局批准为国内牛仔布行业第一个出口免验商品，公司是行业标准的第一起草单位，获评中国质量诚信企业。",葛维龙,常州市新北区人民政府 (53.33%),江苏省常州市天宁区青洋北路47号
